slab_id,width_mm,gauge_mm,hardness,steel_grade,rolling_length_m,weight_t,priority,power_per_ton
0,1101.0,7.63,5,G1,291.2,19.2,3,130.26
1,1335.0,3.97,1,G2,644.2,26.8,1,137.94
2,935.0,3.21,3,G4,946.5,22.3,2,166.42
3,1369.0,8.34,2,G5,245.5,22.0,3,191.68
4,1090.0,5.88,3,G3,576.4,29.0,3,156.76
5,1498.0,9.16,1,G1,207.0,22.3,3,133.32
6,1032.0,8.91,1,G7,389.3,28.1,3,222.82
7,1565.0,3.16,4,G2,680.0,26.4,2,136.32
8,1043.0,1.47,4,G1,1487.2,17.9,3,117.94
9,1265.0,5.7,5,G1,500.0,28.3,1,126.4
10,1508.0,8.88,3,G0,182.6,19.2,3,117.76
11,1457.0,7.33,2,G5,356.6,29.9,1,189.66
12,1496.0,1.08,4,G6,2002.7,25.4,1,192.16
13,1186.0,3.86,3,G7,679.0,24.4,1,212.72
14,1402.0,7.46,5,G6,339.8,27.9,2,204.92
15,824.0,4.19,5,G5,856.0,23.2,2,183.38
16,1069.0,11.7,1,G3,302.5,29.7,3,168.4
17,1383.0,10.32,3,G5,239.2,26.8,2,195.64
18,1490.0,9.96,3,G7,136.5,15.9,2,224.92
19,1280.0,8.12,4,G4,318.7,26.0,1,176.24
20,855.0,8.5,3,G5,501.3,28.6,2,192.0
21,844.0,2.77,4,G6,1133.4,20.8,2,195.54
22,1090.0,3.34,4,G5,832.8,23.8,3,181.68
23,993.0,8.81,5,G2,225.7,15.5,3,147.62
24,1423.0,10.92,1,G6,207.4,25.3,3,211.84
25,838.0,8.87,1,G0,370.2,21.6,3,117.74
26,1556.0,7.24,1,G3,192.2,17.0,2,159.48
27,1301.0,2.78,4,G3,612.9,17.4,2,150.56
28,1354.0,10.96,5,G4,225.8,26.3,2,181.92
29,1177.0,10.95,1,G3,191.8,19.4,2,166.9
30,1386.0,1.88,3,G3,855.6,17.5,1,148.76
31,1468.0,7.31,5,G6,254.0,21.4,2,204.62
32,1459.0,7.78,3,G7,208.7,18.6,2,220.56
33,1466.0,7.14,3,G4,337.1,27.7,2,174.28
34,1128.0,4.45,5,G2,515.2,20.3,3,138.9
35,975.0,7.57,4,G1,302.0,17.5,1,130.14
36,910.0,5.87,3,G5,584.3,24.5,3,186.74
37,1353.0,9.32,3,G1,255.6,25.3,3,133.64
38,1408.0,4.11,1,G2,361.0,16.4,2,138.22
39,832.0,5.78,3,G6,519.2,19.6,3,201.56
40,955.0,12.01,2,G0,207.7,18.7,2,124.02
41,1576.0,11.82,1,G3,192.8,28.2,3,168.64
42,967.0,6.22,5,G3,567.6,26.8,2,157.44
43,1207.0,11.37,2,G0,213.5,23.0,2,122.74
44,1482.0,2.17,3,G4,816.0,20.6,1,164.34
45,1512.0,10.96,4,G7,137.6,17.9,2,226.92
46,1274.0,7.37,2,G5,240.1,17.7,1,189.74
47,920.0,5.57,2,G7,462.4,18.6,2,216.14
48,1432.0,3.31,1,G0,798.2,29.7,3,106.62
49,1213.0,5.63,3,G4,298.5,16.0,2,171.26
50,986.0,2.6,2,G2,1242.3,25.0,2,135.2
51,1441.0,4.54,3,G4,313.5,16.1,2,169.08
52,1264.0,11.94,3,G3,166.3,19.7,2,168.88
53,1276.0,8.34,3,G2,231.0,19.3,3,146.68
54,1151.0,1.16,5,G4,2375.7,24.9,1,162.32
55,1247.0,2.59,4,G0,848.0,21.5,1,105.18
56,1591.0,10.47,2,G6,201.9,26.4,1,210.94
57,1434.0,7.52,3,G2,180.7,15.3,3,145.04
58,969.0,8.45,4,G1,343.8,22.1,2,131.9
59,921.0,3.02,1,G4,728.2,15.9,1,166.04
60,1222.0,2.46,4,G3,1271.3,30.0,2,149.92
61,1003.0,6.22,3,G3,514.6,25.2,2,157.44
62,1142.0,3.68,4,G0,685.1,22.6,2,107.36
63,1521.0,1.73,3,G0,1229.7,25.4,2,103.46
64,1539.0,10.41,1,G2,124.8,15.7,1,150.82
65,1135.0,9.43,5,G4,349.9,29.4,3,178.86
66,1313.0,6.31,3,G0,449.0,29.2,2,112.62
67,1082.0,4.05,3,G3,627.9,21.6,3,153.1
68,875.0,6.8,4,G3,524.5,24.5,3,158.6
69,1528.0,5.69,4,G5,246.2,16.8,2,186.38
70,1415.0,3.26,5,G6,643.4,23.3,1,196.52
71,850.0,2.77,5,G3,1125.4,20.8,2,150.54
72,1228.0,1.67,3,G4,1584.0,25.5,3,163.34
73,832.0,11.39,5,G3,314.6,23.4,3,167.78
74,1000.0,12.5,2,G1,153.9,15.1,1,140.0
