slab_id,width_mm,gauge_mm,hardness,steel_grade,rolling_length_m,weight_t,priority,power_per_ton
0,1001.0,5.65,4,G7,437.0,19.4,3,216.3
1,890.0,10.28,3,G4,359.2,25.8,2,180.56
2,986.0,2.86,1,G6,975.8,21.6,3,195.72
3,1530.0,6.23,5,G1,280.7,21.0,1,127.46
4,1198.0,3.77,5,G3,583.9,20.7,1,152.54
5,928.0,10.69,1,G4,367.3,28.6,2,181.38
6,1493.0,5.92,3,G4,299.8,20.8,2,171.84
7,988.0,10.04,5,G4,337.8,26.3,1,180.08
8,1240.0,8.63,2,G3,183.3,15.4,1,162.26
9,1371.0,6.0,4,G3,354.6,22.9,3,157.0
10,1584.0,8.81,3,G4,178.9,19.6,3,177.62
11,1072.0,9.4,2,G0,341.3,27.0,3,118.8
12,1291.0,10.38,2,G0,221.5,23.3,2,120.76
13,1167.0,4.97,2,G0,566.7,25.8,2,109.94
14,1354.0,5.08,2,G4,422.3,22.8,2,170.16
15,1497.0,12.32,5,G3,166.5,24.1,3,169.64
16,1089.0,5.83,1,G3,377.2,18.8,1,156.66
17,858.0,6.34,5,G6,414.5,17.7,2,202.68
18,1483.0,5.43,5,G0,297.4,18.8,3,110.86
19,1474.0,1.82,4,G6,1334.3,28.1,3,193.64
20,910.0,1.8,5,G3,1221.0,15.7,3,148.6
21,843.0,6.0,1,G5,599.4,23.8,2,187.0
22,909.0,2.77,2,G7,774.1,15.3,1,210.54
23,929.0,10.84,4,G4,325.1,25.7,3,181.68
24,1418.0,2.97,2,G4,868.1,28.7,2,165.94
25,1244.0,8.11,5,G2,359.9,28.5,2,146.22
26,1454.0,6.07,2,G3,428.7,29.7,1,157.14
27,1207.0,5.29,1,G2,305.3,15.3,1,140.58
28,1487.0,4.79,3,G6,311.2,17.4,2,199.58
29,964.0,8.64,2,G5,327.3,21.4,2,192.28
30,1439.0,6.01,2,G3,303.4,20.6,3,157.02
31,1310.0,1.6,3,G5,1689.6,27.8,1,178.2
32,835.0,1.74,5,G3,2577.8,29.4,1,148.48
33,806.0,9.64,3,G5,462.3,28.2,2,194.28
34,1535.0,7.66,5,G5,163.6,15.1,3,190.32
