slab_id,width_mm,gauge_mm,hardness,steel_grade,rolling_length_m,weight_t,priority,power_per_ton
0,1102.0,5.55,5,G5,402.0,19.3,1,186.1
1,1511.0,8.51,2,G0,211.0,21.3,1,117.02
2,1500.0,8.27,1,G3,271.1,26.4,3,161.54
3,1489.0,1.89,4,G1,1217.7,26.9,3,118.78
4,1472.0,5.46,1,G3,359.8,22.7,2,155.92
5,1500.0,4.69,1,G2,371.2,20.5,3,139.38
6,1091.0,11.71,2,G7,189.5,19.0,2,228.42
7,1326.0,1.92,4,G7,865.6,17.3,3,208.84
8,896.0,4.22,4,G6,525.6,15.6,1,198.44
9,1560.0,11.1,4,G6,118.4,16.1,3,212.2
10,1090.0,6.79,2,G0,328.8,19.1,2,113.58
11,1469.0,5.95,1,G6,234.6,16.1,2,201.9
12,1284.0,5.82,5,G6,310.3,18.2,2,201.64
13,1584.0,10.78,3,G6,167.1,22.4,2,211.56
14,1556.0,4.12,5,G4,367.6,18.5,2,168.24
15,801.0,6.14,5,G5,629.4,24.3,2,187.28
16,1478.0,1.87,1,G7,783.5,17.0,2,208.74
17,821.0,2.89,4,G2,1589.2,29.6,3,135.78
18,994.0,12.57,1,G7,275.3,27.0,2,230.14
19,1068.0,2.66,2,G4,1080.7,24.1,3,165.32
20,945.0,6.04,5,G0,428.5,19.2,1,112.08
21,809.0,2.17,5,G1,2169.7,29.9,2,119.34
22,1328.0,2.13,2,G5,842.2,18.7,2,179.26
23,993.0,1.3,2,G5,2713.8,27.5,2,177.6
24,1373.0,4.58,3,G6,472.0,23.3,1,199.16
25,909.0,3.56,2,G7,1114.0,28.3,2,212.12
26,1210.0,1.9,2,G4,1479.5,26.7,2,163.8
27,961.0,10.65,5,G3,295.0,23.7,2,166.3
28,1550.0,1.13,5,G3,1643.7,22.6,3,147.26
29,1377.0,10.42,5,G1,224.6,25.3,3,135.84
30,1546.0,7.33,2,G0,218.1,19.4,3,114.66
31,1538.0,4.13,5,G4,439.2,21.9,2,168.26
32,1151.0,2.58,2,G2,823.6,19.2,1,135.16
33,1426.0,10.98,5,G4,153.8,18.9,2,181.96
34,1539.0,7.63,2,G2,315.7,29.1,1,145.26
35,1120.0,11.83,1,G4,177.9,18.5,1,183.66
36,1053.0,8.02,4,G7,300.2,19.9,2,221.04
37,828.0,2.61,3,G3,925.5,15.7,1,150.22
38,801.0,2.82,5,G0,896.7,15.9,3,105.64
39,1100.0,6.07,5,G2,423.5,22.2,3,142.14
40,906.0,6.51,4,G1,470.8,21.8,2,128.02
41,966.0,12.48,5,G4,283.2,26.8,2,184.96
42,1237.0,5.91,3,G7,392.1,22.5,3,216.82
43,1385.0,9.64,3,G5,229.9,24.1,1,194.28
44,1434.0,11.0,4,G3,134.1,16.6,1,167.0
45,932.0,10.05,5,G7,337.3,24.8,1,225.1
46,1512.0,11.81,2,G0,212.6,29.8,1,123.62
47,1144.0,7.36,2,G7,266.3,17.6,3,219.72
48,1068.0,6.03,5,G7,441.1,22.3,1,217.06
49,1515.0,5.98,1,G1,317.8,22.6,1,126.96
50,1579.0,10.93,1,G6,184.5,25.0,1,211.86
51,1450.0,3.7,3,G7,710.0,29.9,3,212.4
52,1243.0,2.95,4,G7,806.0,23.2,1,210.9
53,1025.0,7.5,5,G1,435.8,26.3,3,130.0
54,822.0,5.91,1,G3,590.0,22.5,2,156.82
55,916.0,5.69,1,G3,706.4,28.9,3,156.38
56,1450.0,12.38,4,G7,129.9,18.3,3,229.76
57,1557.0,12.32,5,G7,135.5,20.4,1,229.64
58,1269.0,8.19,4,G3,313.8,25.6,3,161.38
59,1064.0,3.22,2,G4,1078.3,29.0,2,166.44
60,1080.0,6.73,4,G1,396.1,22.6,2,128.46
61,861.0,2.9,1,G3,913.2,17.9,1,150.8
62,1330.0,7.44,4,G0,244.6,19.0,1,114.88
63,935.0,7.16,2,G0,374.9,19.7,1,114.32
64,1105.0,1.35,3,G1,1417.6,16.6,3,117.7
65,1047.0,10.98,2,G2,168.4,15.2,1,151.96
66,925.0,3.53,1,G2,799.8,20.5,3,137.06
67,1345.0,1.43,4,G1,1258.4,19.0,3,117.86
68,877.0,1.41,5,G3,3059.6,29.7,1,147.82
69,1403.0,2.54,2,G3,740.0,20.7,2,150.08
70,849.0,10.77,4,G0,376.2,27.0,3,121.54
71,1003.0,3.0,3,G2,931.4,22.0,1,136.0
72,1034.0,12.31,2,G2,257.2,25.7,3,154.62
73,1239.0,2.8,4,G5,877.6,23.9,2,180.6
74,1048.0,9.94,2,G0,343.6,28.1,3,119.88
75,1515.0,12.62,3,G3,194.6,29.2,1,170.24
76,1175.0,1.45,1,G2,1188.8,15.9,1,132.9
77,1018.0,8.85,3,G0,285.6,20.2,2,117.7
78,1272.0,3.65,3,G5,751.8,27.4,3,182.3
79,1289.0,4.99,2,G5,570.4,28.8,2,184.98
80,1567.0,11.93,4,G1,183.3,26.9,3,138.86
81,1424.0,6.31,4,G3,253.8,17.9,2,157.62
82,869.0,1.71,2,G2,1414.5,16.5,2,133.42
