slab_id,width_mm,gauge_mm,hardness,steel_grade,rolling_length_m,weight_t,priority,power_per_ton
0,1010.0,10.88,2,G3,248.1,21.4,2,166.76
1,1321.0,10.41,4,G4,252.9,27.3,1,180.82
2,1442.0,7.93,5,G4,230.6,20.7,3,175.86
3,1393.0,3.06,4,G4,893.6,29.9,3,166.12
4,1201.0,3.32,4,G2,702.9,22.0,3,136.64
5,1444.0,10.94,4,G7,225.8,28.0,3,226.88
6,1268.0,12.27,3,G1,195.7,23.9,1,139.54
7,1034.0,12.03,5,G1,240.7,23.5,1,139.06
8,1014.0,1.25,2,G3,2341.7,23.3,3,147.5
9,1516.0,1.94,2,G6,1121.8,25.9,3,193.88
10,1155.0,5.82,1,G1,415.0,21.9,1,126.64
11,978.0,4.51,3,G6,788.5,27.3,1,199.02
12,855.0,7.8,4,G3,559.7,29.3,2,160.6
13,1333.0,9.86,4,G6,251.0,25.9,1,209.72
14,872.0,7.44,5,G2,377.0,19.2,2,144.88
15,1146.0,7.95,4,G1,310.4,22.2,2,130.9
16,1174.0,7.17,4,G4,420.7,27.8,3,174.34
17,1118.0,3.58,3,G1,910.3,28.6,1,122.16
18,1123.0,2.03,4,G0,1346.7,24.1,3,104.06
19,949.0,9.05,1,G5,332.2,22.4,3,193.1
20,985.0,11.35,3,G4,289.4,25.4,2,182.7
21,1510.0,6.12,5,G1,264.7,19.2,2,127.24
22,944.0,9.85,5,G3,293.2,21.4,3,164.7
23,1500.0,9.3,4,G7,258.4,28.3,3,223.6
24,1236.0,6.59,5,G4,279.9,17.9,1,173.18
25,1118.0,2.52,1,G3,750.6,16.6,3,150.04
26,1501.0,7.25,4,G3,289.1,24.7,3,159.5
27,1023.0,5.7,4,G6,456.6,20.9,2,201.4
28,1239.0,5.7,4,G1,454.6,25.2,3,126.4
29,939.0,11.58,4,G1,242.5,20.7,1,138.16
30,1507.0,11.98,4,G7,136.2,19.3,2,228.96
31,1312.0,3.52,5,G2,755.8,27.4,2,137.04
32,1301.0,2.44,2,G4,1115.6,27.8,3,164.88
33,1242.0,1.67,4,G1,1553.9,25.3,3,118.34
34,875.0,8.46,3,G6,407.8,23.7,1,206.92
35,940.0,10.99,3,G3,366.2,29.7,3,166.98
36,1232.0,11.87,1,G7,239.6,27.5,1,228.74
37,1362.0,5.64,2,G2,461.0,27.8,1,141.28
38,1328.0,4.35,2,G7,630.7,28.6,1,213.7
39,1481.0,10.12,1,G1,201.4,23.7,3,135.24
40,887.0,4.25,5,G3,692.7,20.5,2,153.5
41,1346.0,11.91,2,G0,213.8,26.9,3,123.82
42,1555.0,1.15,2,G4,1659.8,23.3,2,162.3
43,1104.0,5.09,1,G3,417.1,18.4,2,155.18
44,1354.0,9.61,2,G4,158.6,16.2,3,179.22
45,1191.0,1.63,4,G2,1588.0,24.2,3,133.26
46,1582.0,8.18,5,G3,265.8,27.0,3,161.36
47,1590.0,10.78,2,G4,220.0,29.6,2,181.56
48,807.0,5.6,5,G1,436.9,15.5,3,126.2
49,1581.0,7.14,2,G4,286.6,25.4,1,174.28
50,1535.0,3.89,3,G3,430.9,20.2,1,152.78
51,1448.0,4.01,5,G1,498.0,22.7,1,123.02
52,1367.0,3.11,5,G3,641.2,21.4,2,151.22
53,898.0,5.52,4,G2,747.8,29.1,1,141.04
54,919.0,2.66,2,G1,1229.8,23.6,3,120.32
55,1525.0,4.1,2,G2,409.5,20.1,3,138.2
56,1484.0,3.92,2,G1,512.4,23.4,1,122.84
57,1522.0,1.61,2,G6,1018.9,19.6,3,193.22
58,814.0,6.77,1,G3,522.4,22.6,1,158.54
59,1362.0,9.96,4,G5,192.5,20.5,2,194.92
60,1210.0,11.05,5,G2,221.0,23.2,1,152.1
61,1265.0,4.08,4,G7,510.9,20.7,3,213.16
62,1242.0,11.66,3,G1,197.9,22.5,2,138.32
63,1262.0,6.84,5,G1,373.4,25.3,3,128.68
64,1076.0,10.3,5,G6,271.3,23.6,1,210.6
65,1185.0,2.28,3,G4,1395.6,29.6,2,164.56
66,1149.0,11.19,2,G3,242.7,24.5,1,167.38
67,1053.0,7.45,1,G4,483.9,29.8,2,174.9
68,948.0,2.63,4,G7,1445.9,28.3,1,210.26
69,1380.0,10.5,4,G7,225.9,25.7,2,226.0
70,1136.0,5.25,2,G5,350.3,16.4,2,185.5
71,1371.0,9.49,5,G6,184.1,18.8,1,208.98
72,1411.0,4.36,4,G6,619.1,29.9,1,198.72
73,1202.0,3.68,5,G4,768.9,26.7,1,167.36
74,1480.0,3.64,4,G3,468.2,19.8,3,152.28
75,1130.0,12.67,5,G7,158.4,17.8,3,230.34
76,1455.0,12.32,1,G6,203.2,28.6,1,214.64
77,1294.0,4.26,5,G4,365.1,15.8,1,168.52
78,1028.0,3.5,2,G3,619.6,17.5,2,152.0
79,970.0,6.7,1,G4,560.6,28.6,1,173.4
80,1449.0,8.99,1,G4,190.7,19.5,2,177.98
81,816.0,11.8,3,G0,394.3,29.8,1,123.6
82,1294.0,3.49,4,G2,468.3,16.6,2,136.98
83,1384.0,3.83,1,G0,617.6,25.7,2,107.66
84,993.0,3.72,4,G6,1013.9,29.4,3,197.44
85,1042.0,4.54,5,G2,570.9,21.2,1,139.08
86,1164.0,3.92,3,G2,600.2,21.5,1,137.84
87,981.0,2.28,2,G3,1515.0,26.6,2,149.56
88,1034.0,1.58,5,G0,1239.8,15.9,3,103.16
89,1195.0,1.87,2,G2,1054.6,18.5,2,133.74
90,1428.0,3.74,5,G7,536.7,22.5,3,212.48
91,1293.0,4.58,3,G0,393.7,18.3,3,109.16
92,1174.0,2.55,3,G6,834.0,19.6,3,195.1
93,909.0,2.93,5,G5,1090.5,22.8,2,180.86
94,1546.0,9.38,2,G5,259.1,29.5,2,193.76
95,920.0,11.43,5,G2,330.7,27.3,3,152.86
96,887.0,6.14,5,G1,509.9,21.8,1,127.28
97,1199.0,12.64,5,G5,128.6,15.3,1,200.28
98,1302.0,9.61,2,G0,216.9,21.3,1,119.22
99,1287.0,2.56,2,G2,1059.4,27.4,3,135.12
100,1453.0,9.03,3,G2,227.2,23.4,3,148.06
101,1500.0,9.53,2,G5,262.0,29.4,3,194.06
102,1433.0,2.46,2,G6,679.4,18.8,3,194.92
103,868.0,3.46,5,G1,835.6,19.7,2,121.92
104,841.0,1.27,5,G4,3506.5,29.4,3,162.54
105,1556.0,3.17,3,G6,650.8,25.2,1,196.34
106,1324.0,8.85,2,G1,254.4,23.4,1,132.7
107,1596.0,4.94,4,G0,415.2,25.7,2,109.88
108,911.0,6.05,5,G6,397.5,17.2,3,202.1
