slab_id,width_mm,gauge_mm,hardness,steel_grade,rolling_length_m,weight_t,priority,power_per_ton
0,1120.0,6.39,2,G6,336.4,18.9,3,202.78
1,1250.0,4.99,2,G1,563.7,27.6,1,124.98
2,1063.0,6.18,3,G7,314.1,16.2,2,217.36
3,1259.0,7.07,5,G3,263.3,18.4,3,159.14
4,1056.0,8.51,3,G4,360.1,25.4,2,177.02
5,1457.0,10.14,1,G7,250.1,29.0,1,225.28
6,1418.0,9.53,2,G4,266.8,28.3,3,179.06
7,1299.0,1.62,5,G1,1791.8,29.6,3,118.24
8,825.0,8.27,1,G5,547.1,29.3,2,191.54
9,1173.0,3.29,3,G4,954.0,28.9,1,166.58
10,1546.0,3.68,1,G7,638.1,28.5,1,212.36
11,854.0,2.6,5,G1,963.8,16.8,2,120.2
12,830.0,5.93,3,G6,414.1,16.0,1,201.86
13,857.0,10.85,2,G5,276.7,20.2,1,196.7
14,1210.0,12.48,3,G2,234.5,27.8,2,154.96
15,1153.0,3.12,5,G6,612.6,17.3,3,196.24
16,1412.0,9.35,1,G5,203.6,21.1,1,193.7
17,899.0,12.14,2,G6,267.3,22.9,2,214.28
18,1243.0,3.93,1,G6,456.4,17.5,1,197.86
19,852.0,11.4,1,G1,243.9,18.6,1,137.8
20,1428.0,7.28,4,G4,207.1,16.9,3,174.56
21,1223.0,5.38,5,G6,567.3,29.3,1,200.76
22,1151.0,11.47,1,G6,262.5,27.2,1,212.94
23,1435.0,10.04,1,G3,168.0,19.0,2,165.08
24,1082.0,8.8,3,G5,354.5,26.5,2,192.6
25,874.0,11.1,5,G1,260.0,19.8,3,137.2
26,1583.0,9.98,4,G0,172.6,21.4,3,119.96
27,1360.0,4.06,3,G3,392.2,17.0,3,153.12
28,1393.0,5.33,3,G4,331.1,19.3,2,170.66
29,1565.0,3.76,5,G7,404.8,18.7,2,212.52
30,879.0,7.32,5,G0,433.6,21.9,2,114.64
31,1040.0,8.07,5,G4,340.0,22.4,2,176.14
32,801.0,2.19,4,G0,1706.6,23.5,2,104.38
33,1174.0,4.85,5,G0,407.2,18.2,2,109.7
34,1510.0,7.57,3,G7,322.1,28.9,1,220.14
35,1362.0,7.09,1,G5,252.0,19.1,3,189.18
36,1284.0,1.06,1,G5,2573.9,27.5,1,177.12
37,1586.0,6.3,5,G1,209.1,16.4,1,127.6
38,1317.0,5.19,3,G6,547.9,29.4,3,200.38
39,1187.0,6.4,2,G5,368.9,22.0,1,187.8
40,927.0,5.58,1,G5,625.5,25.4,1,186.16
41,1480.0,6.25,5,G3,347.0,25.2,1,157.5
42,1152.0,2.2,4,G5,1075.6,21.4,1,179.4
43,1484.0,12.07,3,G6,116.6,16.4,1,214.14
44,1141.0,8.07,5,G6,368.0,26.6,3,206.14
45,1327.0,6.49,1,G3,326.9,22.1,1,157.98
46,1043.0,7.68,5,G7,243.3,15.3,3,220.36
47,914.0,2.29,1,G0,1558.1,25.6,2,104.58
48,878.0,4.84,1,G7,632.5,21.1,2,214.68
49,831.0,9.64,2,G2,268.7,16.9,1,149.28
50,986.0,8.18,5,G3,366.4,23.2,3,161.36
51,1569.0,7.63,1,G7,175.6,16.5,2,220.26
52,1160.0,8.75,4,G0,323.8,25.8,1,117.5
53,921.0,11.42,2,G3,306.4,25.3,3,167.84
54,1590.0,2.6,3,G5,739.6,24.0,1,180.2
55,1224.0,4.19,4,G2,544.0,21.9,3,138.38
56,1307.0,10.04,2,G7,147.6,15.2,1,225.08
57,885.0,3.59,3,G5,677.6,16.9,2,182.18
58,1111.0,5.82,5,G3,557.5,28.3,2,156.64
59,1527.0,9.92,1,G7,143.0,17.0,2,224.84
60,879.0,7.73,5,G5,337.5,18.0,2,190.46
61,1053.0,5.57,2,G1,588.6,27.1,3,126.14
62,885.0,1.35,4,G7,2804.2,26.3,3,207.7
63,1573.0,7.76,5,G0,288.0,27.6,1,115.52
64,943.0,12.54,2,G1,272.5,25.3,2,140.08
65,861.0,1.82,1,G1,2097.4,25.8,3,118.64
66,1189.0,11.7,2,G5,245.4,26.8,1,198.4
67,1275.0,1.96,2,G1,820.7,16.1,2,118.92
68,1224.0,9.48,1,G4,323.9,29.5,2,178.96
69,1525.0,6.97,3,G7,242.1,20.2,2,218.94
70,1471.0,5.91,1,G7,282.8,19.3,3,216.82
71,864.0,8.26,5,G1,415.9,23.3,1,131.52
72,968.0,11.58,3,G6,326.2,28.7,1,213.16
73,1127.0,8.73,3,G4,313.3,24.2,3,177.46
74,1532.0,1.12,5,G0,2115.9,28.5,3,102.24
75,886.0,3.53,5,G6,969.4,23.8,3,197.06
76,1318.0,7.95,3,G2,300.3,24.7,2,145.9
77,1143.0,1.3,2,G4,2057.6,24.0,2,162.6
