slab_id,width_mm,gauge_mm,hardness,steel_grade,rolling_length_m,weight_t,priority,power_per_ton
0,1433.0,5.3,3,G3,278.4,16.6,3,155.6
1,810.0,7.41,2,G6,587.9,27.7,3,204.82
2,1556.0,3.17,3,G6,650.8,25.2,1,196.34
3,1153.0,9.47,5,G5,217.0,18.6,1,193.94
4,1260.0,9.61,5,G3,259.9,24.7,1,164.22
5,1052.0,8.34,1,G1,226.5,15.6,2,131.68
6,1236.0,6.59,5,G4,279.9,17.9,1,173.18
7,1346.0,11.91,2,G0,213.8,26.9,3,123.82
8,816.0,1.57,1,G1,1889.3,19.0,1,118.14
9,881.0,12.48,2,G7,254.9,22.0,3,229.96
10,1428.0,3.74,5,G7,536.7,22.5,3,212.48
11,1548.0,11.91,5,G2,181.7,26.3,3,153.82
12,1303.0,4.51,3,G5,570.1,26.3,1,184.02
13,923.0,10.89,3,G7,291.5,23.0,3,226.78
14,1433.0,2.46,2,G6,679.4,18.8,3,194.92
15,919.0,2.66,2,G1,1229.8,23.6,3,120.32
16,1507.0,11.98,4,G7,136.2,19.3,2,228.96
17,1010.0,2.36,3,G1,1560.6,29.2,2,119.72
18,1151.0,6.83,3,G6,473.2,29.2,1,203.66
19,1050.0,6.01,1,G3,478.4,23.7,2,157.02
20,1468.0,12.24,5,G6,160.9,22.7,3,214.48
21,1312.0,3.52,5,G2,755.8,27.4,2,137.04
22,981.0,2.28,2,G3,1515.0,26.6,2,149.56
23,1393.0,12.01,3,G0,170.6,22.4,2,124.02
24,1234.0,6.64,5,G3,374.7,24.1,1,158.28
25,1028.0,3.5,2,G3,619.6,17.5,2,152.0
26,1522.0,9.72,3,G7,180.8,21.0,1,224.44
27,985.0,7.57,3,G5,302.4,17.7,3,190.14
28,1444.0,10.94,4,G7,225.8,28.0,3,226.88
29,1384.0,3.83,1,G0,617.6,25.7,2,107.66
30,1442.0,3.93,4,G7,584.4,26.0,3,212.86
31,920.0,11.43,5,G2,330.7,27.3,3,152.86
32,1354.0,9.61,2,G4,158.6,16.2,3,179.22
33,1355.0,3.18,3,G4,579.5,19.6,2,166.36
34,1448.0,4.01,5,G1,498.0,22.7,1,123.02
35,951.0,4.49,1,G3,513.1,17.2,3,153.98
36,1275.0,11.62,4,G0,144.5,16.8,1,123.24
37,1347.0,1.5,2,G7,1759.0,27.9,2,208.0
38,1005.0,3.27,1,G3,1035.0,26.7,1,151.54
39,1577.0,5.49,5,G5,439.9,29.9,3,185.98
40,1240.0,6.38,2,G1,417.0,25.9,1,127.76
41,1135.0,9.35,4,G4,248.5,20.7,2,178.7
42,855.0,2.01,5,G0,1282.4,17.3,3,104.02
43,1502.0,8.52,4,G2,251.8,25.3,2,147.04
44,1088.0,11.38,2,G6,300.4,29.2,1,212.76
45,1012.0,3.09,4,G3,1201.7,29.5,2,151.18
46,1313.0,2.17,2,G5,1269.8,28.4,1,179.34
47,1034.0,12.03,5,G1,240.7,23.5,1,139.06
48,813.0,1.93,2,G5,1786.1,22.0,3,178.86
49,993.0,3.72,4,G6,1013.9,29.4,3,197.44
50,917.0,11.12,1,G1,237.4,19.0,3,137.24
51,1535.0,3.89,3,G3,430.9,20.2,1,152.78
52,1321.0,10.41,4,G4,252.9,27.3,1,180.82
53,1265.0,4.08,4,G7,510.9,20.7,3,213.16
54,1455.0,12.32,1,G6,203.2,28.6,1,214.64
55,935.0,11.05,2,G2,257.7,20.9,2,152.1
56,927.0,10.01,3,G1,299.3,21.8,3,135.02
57,1379.0,8.65,2,G0,308.6,28.9,2,117.3
58,883.0,4.04,1,G3,928.5,26.0,1,153.08
59,1393.0,3.06,4,G4,893.6,29.9,3,166.12
60,1411.0,4.36,4,G6,619.1,29.9,1,198.72
61,1547.0,10.9,4,G5,195.7,25.9,3,196.8
62,1252.0,4.73,5,G0,421.6,19.6,3,109.46
63,1028.0,10.84,1,G1,341.8,29.9,2,136.68
64,1470.0,10.28,3,G3,172.8,20.5,1,165.56
65,1208.0,4.0,1,G4,508.8,19.3,1,168.0
66,1242.0,1.67,4,G1,1553.9,25.3,3,118.34
67,1294.0,4.26,5,G4,365.1,15.8,1,168.52
68,882.0,8.39,3,G2,457.9,26.6,1,146.78
69,1146.0,7.95,4,G1,310.4,22.2,2,130.9
70,1095.0,11.48,4,G1,167.2,16.5,3,137.96
71,1171.0,9.21,2,G5,310.6,26.3,1,193.42
72,1402.0,5.42,4,G0,385.6,23.0,3,110.84
73,1278.0,10.54,3,G1,153.2,16.2,2,136.08
74,1423.0,9.79,5,G7,259.7,28.4,2,224.58
75,1185.0,2.28,3,G4,1395.6,29.6,2,164.56
76,857.0,9.48,1,G4,454.7,29.0,1,178.96
77,898.0,5.52,4,G2,747.8,29.1,1,141.04
78,1247.0,11.29,4,G4,181.9,20.1,3,182.58
79,1510.0,6.12,5,G1,264.7,19.2,2,127.24
80,1591.0,11.85,4,G3,112.2,16.6,2,168.7
81,1020.0,3.68,3,G1,539.6,15.9,3,122.36
82,1201.0,3.32,4,G2,702.9,22.0,3,136.64
83,1310.0,8.46,5,G5,267.8,23.3,1,191.92
84,844.0,3.19,4,G7,1315.4,27.8,1,211.38
85,1118.0,3.58,3,G1,910.3,28.6,1,122.16
86,1587.0,10.39,4,G5,122.1,15.8,3,195.78
87,1534.0,5.86,1,G4,388.3,27.4,1,171.72
88,1508.0,8.61,2,G5,257.1,26.2,1,192.22
89,1380.0,10.5,4,G7,225.9,25.7,2,226.0
90,844.0,7.92,5,G0,318.3,16.7,2,115.84
91,897.0,8.25,3,G3,497.5,28.9,3,161.5
92,1128.0,4.22,4,G0,535.2,20.0,2,108.44
93,1118.0,2.52,1,G3,750.6,16.6,3,150.04
94,1021.0,1.71,5,G3,1532.2,21.0,1,148.42
95,1000.0,7.1,3,G3,500.6,27.9,2,159.2
96,1421.0,7.16,2,G4,305.5,24.4,3,174.32
97,1569.0,9.08,1,G5,245.9,27.5,2,193.16
98,1569.0,1.48,5,G2,1355.0,24.7,3,132.96
99,1232.0,11.87,1,G7,239.6,27.5,1,228.74
100,1587.0,2.83,1,G2,658.0,23.2,3,135.66
101,1587.0,5.67,3,G1,349.7,24.7,2,126.34
102,1258.0,6.32,3,G1,243.5,15.2,1,127.64
103,1474.0,7.32,4,G5,206.6,17.5,3,189.64
104,1546.0,9.38,2,G5,259.1,29.5,2,193.76
105,1329.0,1.07,3,G4,1666.2,18.6,1,162.14
106,1023.0,5.7,4,G6,456.6,20.9,2,201.4
107,1214.0,6.77,2,G7,390.6,25.2,3,218.54
108,997.0,5.5,1,G5,624.9,26.9,2,186.0
109,1190.0,3.7,2,G2,732.0,25.3,3,137.4
110,1288.0,2.27,4,G4,675.3,15.5,2,164.54
111,1024.0,7.02,3,G3,492.6,27.8,1,159.04
112,1298.0,11.02,2,G5,224.4,25.2,2,197.04
113,1412.0,1.32,4,G1,2009.4,29.4,3,117.64
114,1195.0,1.87,2,G2,1054.6,18.5,2,133.74
115,1550.0,12.65,3,G7,184.5,28.4,3,230.3
