slab_id,width_mm,gauge_mm,hardness,steel_grade,rolling_length_m,weight_t,priority,power_per_ton
0,1585.0,1.47,4,G3,1591.0,29.1,1,147.94
1,1320.0,9.05,2,G0,206.9,19.4,1,118.1
2,1397.0,12.38,5,G2,181.2,24.6,2,154.76
3,1580.0,2.08,5,G1,852.8,22.0,3,119.16
4,836.0,4.4,2,G6,626.8,18.1,1,198.8
5,1406.0,8.92,5,G4,269.2,26.5,3,177.84
6,1250.0,7.46,4,G2,379.8,27.8,2,144.92
7,894.0,7.83,3,G3,400.4,22.0,1,160.66
8,1586.0,7.64,1,G3,163.0,15.5,3,160.28
9,1354.0,11.71,4,G4,169.5,21.1,2,183.42
10,1464.0,11.53,4,G7,163.0,21.6,2,228.06
11,1110.0,2.42,2,G4,1327.9,28.0,3,164.84
12,834.0,11.53,3,G0,328.5,24.8,1,123.06
13,1570.0,6.01,4,G2,351.0,26.0,1,142.02
14,1592.0,2.81,4,G5,740.4,26.0,2,180.62
15,822.0,7.95,2,G4,366.5,18.8,1,175.9
16,1530.0,11.82,4,G4,152.2,21.6,2,183.64
17,1226.0,3.37,2,G2,527.2,17.1,3,136.74
18,1574.0,9.79,2,G7,204.2,24.7,2,224.58
19,957.0,5.55,4,G6,484.5,20.2,2,201.1
20,1173.0,10.78,2,G4,159.2,15.8,2,181.56
21,921.0,8.73,2,G0,364.4,23.0,2,117.46
22,1271.0,11.89,2,G6,133.2,15.8,2,213.78
23,1279.0,9.87,5,G7,217.0,21.5,2,224.74
24,1536.0,9.6,3,G3,199.6,23.1,1,164.2
25,1089.0,10.98,2,G4,205.6,19.3,3,181.96
26,1218.0,3.77,2,G0,557.6,20.1,2,107.54
27,871.0,9.83,2,G5,331.8,22.3,2,194.66
28,1556.0,4.41,1,G7,376.9,20.3,2,213.82
29,859.0,3.14,1,G6,1331.9,28.2,2,196.28
30,1345.0,9.83,3,G7,288.1,29.9,2,224.66
31,1294.0,6.82,3,G1,409.9,28.4,2,128.64
32,1081.0,9.87,5,G1,201.8,16.9,1,134.74
33,1276.0,9.6,5,G7,213.2,20.5,3,224.2
34,1341.0,6.56,4,G6,223.0,15.4,3,203.12
