slab_id,width_mm,gauge_mm,hardness,steel_grade,rolling_length_m,weight_t,priority,power_per_ton
0,1030.0,9.09,1,G3,364.6,26.8,3,163.18
1,1443.0,3.81,1,G0,526.0,22.7,1,107.62
2,1391.0,12.14,2,G6,150.9,20.0,2,214.28
3,1556.0,8.71,2,G2,259.4,27.6,3,147.42
4,1411.0,11.37,4,G5,196.1,24.7,1,197.74
5,1131.0,9.34,2,G4,211.0,17.5,1,178.68
6,1440.0,12.33,3,G1,141.3,19.7,1,139.66
7,1404.0,12.16,4,G5,203.7,27.3,1,199.32
8,1339.0,7.14,4,G5,359.8,27.0,3,189.28
9,1361.0,10.19,3,G5,238.8,26.0,3,195.38
10,1365.0,10.27,2,G5,141.8,15.6,2,195.54
11,1253.0,11.48,5,G1,161.2,18.2,1,137.96
12,1228.0,3.56,2,G6,772.2,26.5,3,197.12
13,1095.0,12.22,1,G1,151.4,15.9,3,139.44
14,971.0,6.83,1,G4,559.0,29.1,3,173.66
15,1255.0,1.96,1,G5,1165.2,22.5,1,178.92
16,1342.0,6.27,3,G1,266.5,17.6,3,127.54
17,1533.0,6.18,1,G0,369.8,27.5,2,112.36
18,847.0,1.45,1,G3,1763.3,17.0,1,147.9
19,1424.0,4.71,5,G3,531.8,28.0,3,154.42
20,1467.0,9.41,5,G1,139.3,15.1,2,133.82
21,1480.0,3.32,1,G1,539.3,20.8,2,121.64
22,854.0,11.14,5,G3,332.1,24.8,3,167.28
23,1031.0,4.38,3,G5,575.5,20.4,2,183.76
24,887.0,8.54,2,G2,396.9,23.6,3,147.08
25,1224.0,8.66,2,G0,254.8,21.2,2,117.32
26,942.0,10.11,3,G3,373.2,27.9,2,165.22
27,1037.0,11.33,3,G5,186.5,17.2,2,197.66
28,875.0,6.95,5,G0,419.0,20.0,2,113.9
29,1009.0,12.17,1,G1,306.0,29.5,3,139.34
30,1435.0,6.54,1,G1,348.8,25.7,2,128.08
31,1593.0,4.32,1,G6,433.2,23.4,3,198.64
32,1411.0,8.1,5,G6,251.9,22.6,3,206.2
33,992.0,10.95,2,G4,346.0,29.5,3,181.9
34,1264.0,12.15,2,G2,133.5,16.1,1,154.3
35,1588.0,7.91,1,G4,295.1,29.1,3,175.82
36,919.0,8.72,5,G2,391.1,24.6,2,147.44
37,911.0,9.61,1,G0,225.5,15.5,2,119.22
38,841.0,9.06,2,G5,392.9,23.5,2,193.12
39,953.0,8.56,2,G0,360.7,23.1,2,117.12
40,1135.0,11.85,4,G2,146.8,15.5,3,153.7
41,1140.0,7.78,2,G7,247.0,17.2,2,220.56
42,1522.0,1.03,4,G0,1739.0,21.4,1,102.06
43,1562.0,10.44,1,G2,180.5,23.1,3,150.88
44,1479.0,11.4,2,G1,206.3,27.3,3,137.8
45,1417.0,10.99,1,G7,187.3,22.9,3,226.98
46,1464.0,3.85,4,G1,384.2,17.0,1,122.7
47,1008.0,10.67,4,G1,231.0,19.5,2,136.34
48,1459.0,9.34,4,G6,202.9,21.7,2,208.68
49,1204.0,5.32,4,G5,546.9,27.5,2,185.64
50,939.0,1.31,4,G7,3086.1,29.8,2,207.62
51,1307.0,8.11,4,G2,274.0,22.8,3,146.22
52,1528.0,1.29,4,G3,1673.9,25.9,3,147.58
53,907.0,4.54,4,G1,544.5,17.6,2,124.08
54,1167.0,12.33,3,G2,228.4,25.8,2,154.66
55,1321.0,12.6,1,G4,160.7,21.0,3,185.2
56,1070.0,5.88,4,G5,344.2,17.0,2,186.76
57,1003.0,6.27,5,G7,546.9,27.0,2,217.54
58,1496.0,10.74,3,G4,180.0,22.7,1,181.48
59,870.0,1.83,5,G7,1768.3,22.1,1,208.66
60,1380.0,10.96,1,G0,160.0,19.0,3,121.92
61,1078.0,7.39,1,G3,468.5,29.3,1,159.78
62,945.0,3.6,3,G4,861.2,23.0,1,167.2
63,1053.0,1.04,2,G1,2849.9,24.5,1,117.08
64,1021.0,4.12,4,G3,611.7,20.2,1,153.24
65,1398.0,2.7,5,G6,627.7,18.6,1,195.4
66,816.0,7.21,3,G7,355.1,16.4,1,219.42
67,1400.0,6.99,1,G3,334.5,25.7,2,158.98
68,834.0,4.7,2,G0,887.2,27.3,3,109.4
69,1105.0,2.74,1,G6,681.6,16.2,1,195.48
