slab_id,width_mm,gauge_mm,hardness,steel_grade,rolling_length_m,weight_t,priority,power_per_ton
0,1585.0,1.47,4,G3,1591.0,29.1,1,147.94
1,1320.0,9.05,2,G0,206.9,19.4,1,118.1
2,1397.0,12.38,5,G2,181.2,24.6,2,154.76
3,1580.0,2.08,5,G1,852.8,22.0,3,119.16
4,836.0,4.4,2,G6,626.8,18.1,1,198.8
5,1406.0,8.92,5,G4,269.2,26.5,3,177.84
6,1250.0,7.46,4,G2,379.8,27.8,2,144.92
7,894.0,7.83,3,G3,400.4,22.0,1,160.66
8,1586.0,7.64,1,G3,163.0,15.5,3,160.28
9,1354.0,11.71,4,G4,169.5,21.1,2,183.42
10,1464.0,11.53,4,G7,163.0,21.6,2,228.06
11,1110.0,2.42,2,G4,1327.9,28.0,3,164.84
12,834.0,11.53,3,G0,328.5,24.8,1,123.06
13,1570.0,6.01,4,G2,351.0,26.0,1,142.02
14,1592.0,2.81,4,G5,740.4,26.0,2,180.62
15,822.0,7.95,2,G4,366.5,18.8,1,175.9
16,1530.0,11.82,4,G4,152.2,21.6,2,183.64
17,1226.0,3.37,2,G2,527.2,17.1,3,136.74
18,1574.0,9.79,2,G7,204.2,24.7,2,224.58
19,957.0,5.55,4,G6,484.5,20.2,2,201.1
20,1173.0,10.78,2,G4,159.2,15.8,2,181.56
21,921.0,8.73,2,G0,364.4,23.0,2,117.46
22,1271.0,11.89,2,G6,133.2,15.8,2,213.78
23,1279.0,9.87,5,G7,217.0,21.5,2,224.74
24,1536.0,9.6,3,G3,199.6,23.1,1,164.2
25,1089.0,10.98,2,G4,205.6,19.3,3,181.96
26,1218.0,3.77,2,G0,557.6,20.1,2,107.54
27,871.0,9.83,2,G5,331.8,22.3,2,194.66
28,1556.0,4.41,1,G7,376.9,20.3,2,213.82
29,859.0,3.14,1,G6,1331.9,28.2,2,196.28
30,1345.0,9.83,3,G7,288.1,29.9,2,224.66
31,1294.0,6.82,3,G1,409.9,28.4,2,128.64
32,1081.0,9.87,5,G1,201.8,16.9,1,134.74
33,1276.0,9.6,5,G7,213.2,20.5,3,224.2
34,1341.0,6.56,4,G6,223.0,15.4,3,203.12
35,1283.0,10.94,2,G6,207.8,22.9,1,211.88
36,1451.0,12.54,1,G0,196.0,28.0,3,125.08
37,1155.0,3.37,3,G1,939.3,28.7,2,121.74
38,1005.0,12.29,3,G2,167.1,16.2,3,154.58
39,1327.0,10.07,5,G0,214.5,22.5,3,120.14
40,1015.0,6.44,2,G4,302.1,15.5,3,172.88
41,813.0,7.08,3,G7,427.1,19.3,1,219.16
42,1481.0,10.71,5,G7,183.9,22.9,2,226.42
43,1316.0,11.34,3,G3,232.2,27.2,2,167.68
44,901.0,12.48,5,G0,325.1,28.7,3,124.96
45,1246.0,2.57,3,G1,1153.7,29.0,1,120.14
46,1224.0,9.33,5,G1,276.6,24.8,2,133.66
47,1352.0,3.47,1,G3,453.5,16.7,3,151.94
48,1137.0,10.58,5,G6,187.4,17.7,3,211.16
49,1570.0,3.23,2,G1,633.0,25.2,2,121.46
50,1095.0,6.17,1,G4,286.6,15.2,3,172.34
51,1286.0,9.51,5,G6,211.4,20.3,1,209.02
52,1154.0,10.53,2,G5,260.0,24.8,2,196.06
53,1330.0,5.41,5,G6,304.5,17.2,3,200.82
54,1169.0,1.17,2,G2,2477.5,26.6,1,132.34
55,1410.0,10.12,3,G3,143.7,16.1,2,165.24
56,1222.0,2.97,4,G6,551.1,15.7,3,195.94
57,1158.0,7.93,4,G3,369.0,26.6,3,160.86
58,810.0,10.27,1,G1,425.7,27.8,3,135.54
59,1249.0,2.59,3,G5,996.3,25.3,1,180.18
60,1465.0,5.25,3,G0,274.9,16.6,1,110.5
61,1266.0,8.69,5,G6,209.6,18.1,3,207.38
62,955.0,10.32,4,G0,199.1,15.4,3,120.64
63,1298.0,1.55,5,G6,1399.3,22.1,1,193.1
64,1100.0,3.58,3,G0,627.6,19.4,1,107.16
65,1430.0,5.25,3,G6,436.1,25.7,1,200.5
66,802.0,10.1,1,G0,262.6,16.7,3,120.2
67,1309.0,2.66,5,G6,907.3,24.8,3,195.32
68,1309.0,7.52,4,G6,232.9,18.0,3,205.04
69,1274.0,11.93,3,G2,238.0,28.4,1,153.86
70,1530.0,4.29,4,G6,557.0,28.7,3,198.58
71,1380.0,10.8,5,G5,188.9,22.1,3,196.6
72,1161.0,12.46,4,G6,222.8,25.3,2,214.92
73,883.0,5.68,5,G6,403.8,15.9,1,201.36
74,1419.0,5.94,2,G3,411.1,27.2,1,156.88
75,1294.0,7.92,4,G7,277.2,22.3,2,220.84
76,1267.0,10.22,3,G7,276.4,28.1,3,225.44
77,823.0,8.62,2,G0,465.1,25.9,3,117.24
78,1555.0,9.9,3,G3,151.4,18.3,2,164.8
79,831.0,1.11,5,G0,2872.6,20.8,3,102.22
80,1056.0,7.96,4,G0,413.7,27.3,2,115.92
81,894.0,1.07,3,G2,3302.6,24.8,2,132.14
82,1577.0,2.33,5,G4,658.7,19.0,1,164.66
83,1333.0,9.35,5,G2,258.6,25.3,1,148.7
84,1545.0,11.09,4,G1,206.7,27.8,3,137.18
85,1211.0,1.45,2,G3,1770.1,24.4,1,147.9
86,1160.0,8.6,5,G7,196.7,15.4,3,222.2
87,1552.0,3.86,3,G2,389.1,18.3,2,137.72
88,938.0,4.93,4,G5,537.2,19.5,1,184.86
89,1305.0,10.08,5,G3,239.2,24.7,1,165.16
90,1188.0,9.99,1,G3,297.3,27.7,2,164.98
91,1004.0,7.07,3,G3,488.1,27.2,1,159.14
92,1385.0,7.18,4,G3,380.5,29.7,1,159.36
93,1066.0,10.69,5,G5,249.3,22.3,2,196.38
94,1164.0,5.81,1,G0,440.8,23.4,1,111.62
