slab_id,width_mm,gauge_mm,hardness,steel_grade,rolling_length_m,weight_t,priority,power_per_ton
0,1279.0,8.72,4,G3,270.7,23.7,1,162.44
1,1340.0,10.61,3,G7,201.6,22.5,1,226.22
2,1227.0,2.91,2,G4,627.9,17.6,1,165.82
3,1431.0,11.74,4,G0,148.6,19.6,2,123.48
4,923.0,1.2,2,G3,2438.3,21.2,2,147.4
5,1370.0,12.51,3,G5,120.4,16.2,3,200.02
6,1405.0,5.45,2,G4,477.5,28.7,2,170.9
7,1451.0,12.12,2,G2,175.3,24.2,1,154.24
8,1160.0,12.53,1,G2,239.3,27.3,3,155.06
9,1596.0,3.83,1,G4,489.7,23.5,1,167.66
10,1351.0,2.87,3,G2,657.1,20.0,3,135.74
11,1404.0,1.16,5,G1,1447.0,18.5,3,117.32
12,865.0,10.31,4,G0,331.4,23.2,2,120.62
13,1535.0,2.43,1,G7,833.3,24.4,1,209.86
14,1491.0,4.12,5,G5,421.0,20.3,2,183.24
15,1013.0,3.94,2,G4,568.1,17.8,2,167.88
16,888.0,12.26,2,G4,189.6,16.2,1,184.52
17,968.0,10.17,2,G5,367.5,28.4,3,195.34
18,1008.0,11.34,1,G4,273.0,24.5,3,182.68
19,956.0,12.27,3,G3,258.5,23.8,3,169.54
20,1231.0,8.59,3,G7,192.8,16.0,1,222.18
21,1474.0,12.64,4,G0,155.9,22.8,3,125.28
22,1275.0,4.95,4,G0,486.4,24.1,2,109.9
23,1396.0,7.92,4,G0,190.1,16.5,3,115.84
24,1050.0,8.62,5,G0,249.1,17.7,2,117.24
25,1230.0,4.75,5,G1,630.1,28.9,2,124.5
26,959.0,8.89,4,G7,289.9,19.4,3,222.78
27,1409.0,7.48,1,G6,186.1,15.4,1,204.96
28,1262.0,11.53,5,G7,193.5,22.1,1,228.06
29,836.0,9.94,4,G2,256.0,16.7,2,149.88
30,885.0,10.07,2,G7,350.2,24.5,1,225.14
31,1524.0,8.93,1,G5,161.0,17.2,2,192.86
32,1011.0,6.51,3,G2,307.7,15.9,3,143.02
33,1501.0,4.88,3,G5,382.6,22.0,2,184.76
34,1113.0,7.62,4,G3,347.0,23.1,2,160.24
35,1097.0,7.61,3,G7,344.9,22.6,1,220.22
36,1396.0,8.09,3,G3,186.1,16.5,3,161.18
37,1064.0,2.12,4,G0,1027.8,18.2,1,104.24
38,1594.0,8.09,3,G4,230.2,23.3,2,176.18
39,1360.0,3.19,3,G5,557.9,19.0,3,181.38
40,1548.0,4.77,3,G3,438.2,25.4,3,154.54
41,817.0,6.53,5,G4,702.0,29.4,1,173.06
42,1502.0,7.97,3,G0,221.3,20.8,1,115.94
43,1435.0,10.52,3,G5,172.1,20.4,1,196.04
44,1048.0,1.18,4,G0,1843.9,17.9,3,102.36
45,931.0,3.16,2,G3,1095.5,25.3,1,151.32
46,1591.0,10.84,4,G4,147.0,19.9,3,181.68
47,993.0,2.46,3,G3,1319.4,25.3,1,149.92
48,1009.0,11.98,4,G3,303.5,28.8,1,168.96
49,956.0,2.11,3,G6,1881.9,29.8,2,194.22
50,1381.0,2.24,4,G7,967.7,23.5,2,209.48
51,1483.0,7.05,3,G4,260.7,21.4,2,174.1
52,1418.0,3.68,2,G4,419.9,17.2,2,167.36
53,1087.0,9.09,4,G2,202.4,15.7,2,148.18
54,1410.0,2.24,1,G1,899.4,22.3,2,119.48
55,862.0,1.2,4,G1,2339.9,19.0,3,117.4
56,932.0,9.52,2,G3,245.5,17.1,3,164.04
57,984.0,6.68,2,G2,339.2,17.5,1,143.36
58,1591.0,1.89,5,G1,711.7,16.8,3,118.78
59,1252.0,7.54,5,G5,394.0,29.2,1,190.08
60,1593.0,4.63,4,G2,336.8,19.5,1,139.26
61,949.0,6.69,3,G2,331.1,16.5,1,143.38
62,1139.0,5.28,4,G1,436.4,20.6,3,125.56
63,1526.0,11.24,1,G2,135.2,18.2,1,152.48
64,1202.0,10.84,3,G2,156.4,16.0,2,151.68
65,821.0,3.33,5,G7,1262.7,27.1,3,211.66
66,1500.0,11.61,2,G4,139.0,19.0,3,183.22
67,1512.0,5.88,5,G6,222.1,15.5,2,201.76
68,907.0,4.44,1,G4,569.4,18.0,3,168.88
69,1282.0,12.66,3,G0,164.0,20.9,2,125.32
70,1216.0,5.06,2,G1,443.1,21.4,1,125.12
71,1204.0,1.76,5,G1,1557.0,25.9,3,118.52
72,1512.0,1.31,5,G2,1286.3,20.0,1,132.62
73,1372.0,6.18,2,G4,305.0,20.3,1,172.36
74,1009.0,8.69,2,G3,219.4,15.1,3,162.38
75,1423.0,10.65,5,G2,175.7,20.9,1,151.3
76,1452.0,3.44,3,G0,415.7,16.3,3,106.88
77,1246.0,9.03,2,G5,207.2,18.3,3,193.06
78,1199.0,4.58,4,G5,682.0,29.4,1,184.16
79,1341.0,5.0,4,G7,383.8,20.2,3,215.0
80,925.0,2.99,3,G3,727.7,15.8,2,150.98
81,1290.0,5.48,3,G0,446.9,24.8,2,110.96
82,1179.0,8.29,4,G3,263.3,20.2,2,161.58
83,1598.0,7.4,1,G0,172.4,16.0,3,114.8
84,1001.0,10.17,3,G4,229.0,18.3,3,180.34
85,911.0,9.2,4,G0,424.1,27.9,2,118.4
86,1087.0,11.05,2,G5,208.9,19.7,1,197.1
87,833.0,10.91,5,G0,262.1,18.7,1,121.82
88,1248.0,8.26,2,G7,226.1,18.3,1,221.52
89,815.0,6.2,4,G3,474.0,18.8,3,157.4
90,989.0,1.79,2,G4,1525.5,21.2,3,163.58
91,1183.0,11.19,1,G7,220.4,22.9,1,227.38
92,869.0,11.82,5,G6,218.3,17.6,1,213.64
93,949.0,4.38,2,G6,600.7,19.6,1,198.76
94,1547.0,6.56,1,G2,278.7,22.2,2,143.12
95,1241.0,5.06,2,G3,564.0,27.8,2,155.12
96,945.0,12.67,5,G6,271.3,25.5,2,215.34
97,1235.0,1.55,1,G5,1983.1,29.8,3,178.1
98,900.0,8.85,3,G6,335.9,21.0,3,207.7
99,871.0,3.84,1,G7,761.7,20.0,3,212.68
100,1584.0,3.38,3,G6,392.6,16.5,3,196.76
101,1478.0,2.27,4,G2,1104.9,29.1,2,134.54
102,998.0,5.12,4,G4,378.9,15.2,1,170.24
103,972.0,7.16,2,G7,378.9,20.7,3,219.32
104,1071.0,8.1,1,G4,346.6,23.6,3,176.2
105,1106.0,9.38,3,G4,198.9,16.2,1,178.76
106,1164.0,7.1,5,G4,336.0,21.8,2,174.2
107,1510.0,4.61,3,G3,497.8,27.2,1,154.22
108,1410.0,11.89,3,G0,118.5,15.6,3,123.78
109,1433.0,5.91,2,G4,248.2,16.5,2,171.82
110,1010.0,10.92,3,G1,309.5,26.8,3,136.84
111,1021.0,7.91,3,G2,359.6,22.8,2,145.82
112,1381.0,11.6,3,G5,206.0,25.9,2,198.2
113,884.0,4.8,1,G5,618.4,20.6,1,184.6
114,1026.0,8.68,3,G3,344.7,24.1,2,162.36
115,1246.0,8.48,1,G1,262.8,21.8,3,131.96
116,1109.0,8.49,2,G0,216.5,16.0,1,116.98
117,845.0,5.4,5,G2,762.2,27.3,1,140.8
118,854.0,10.94,3,G5,208.6,15.3,2,196.88
119,1509.0,7.14,2,G5,316.9,26.8,2,189.28
120,1537.0,7.83,4,G3,162.0,15.3,2,160.66
121,1266.0,6.87,2,G1,224.1,15.3,2,128.74
122,880.0,7.81,1,G6,480.1,25.9,2,205.62
123,816.0,4.41,3,G7,1008.9,28.5,1,213.82
124,1251.0,2.11,3,G5,1187.2,24.6,1,179.22
125,990.0,10.25,3,G1,371.6,29.6,1,135.5
126,1345.0,3.09,3,G7,888.9,29.0,3,211.18
127,1321.0,1.56,2,G3,1669.0,27.0,2,148.12
128,883.0,4.83,5,G3,537.6,18.0,1,154.66
129,1293.0,11.7,5,G2,178.5,21.2,1,153.4
130,1522.0,2.56,1,G5,591.8,18.1,2,180.12
131,1565.0,6.97,4,G6,295.5,25.3,3,203.94
132,1422.0,10.86,4,G6,213.6,25.9,3,211.72
133,1169.0,8.07,5,G5,399.7,29.6,3,191.14
134,1147.0,5.33,5,G4,591.8,28.4,2,170.66
135,1088.0,11.34,3,G7,214.8,20.8,2,227.68
136,1203.0,10.47,4,G3,277.1,27.4,2,165.94
137,810.0,10.28,4,G6,266.2,17.4,2,210.56
138,1593.0,7.11,3,G4,326.2,29.0,2,174.22
139,1426.0,3.59,5,G1,706.7,28.4,1,122.18
140,805.0,10.83,3,G4,322.9,22.1,1,181.66
141,1451.0,10.39,2,G4,218.0,25.8,3,180.78
142,1005.0,5.8,4,G0,467.7,21.4,2,111.6
143,865.0,9.66,3,G0,382.7,25.1,1,119.32
144,1357.0,2.28,3,G7,963.5,23.4,1,209.56
145,1198.0,2.17,1,G4,1264.3,25.8,3,164.34
146,1202.0,10.68,3,G7,230.2,23.2,1,226.36
147,1485.0,10.83,2,G7,129.9,16.4,1,226.66
148,850.0,12.48,5,G1,210.2,17.5,3,139.96
149,1440.0,10.67,1,G6,135.1,16.3,3,211.34
150,1192.0,4.65,3,G0,397.6,17.3,3,109.3
151,1044.0,12.54,2,G2,262.7,27.0,3,155.08
152,1236.0,9.57,4,G0,184.2,17.1,3,119.14
153,1131.0,6.97,5,G1,442.8,27.4,2,128.94
154,1191.0,8.9,3,G4,334.1,27.8,2,177.8
155,996.0,7.88,2,G7,339.2,20.9,1,220.76
156,1100.0,5.46,3,G1,581.2,27.4,3,125.92
157,1184.0,10.43,1,G7,174.3,16.9,1,225.86
158,1296.0,9.04,1,G5,167.4,15.4,1,193.08
159,911.0,2.36,3,G4,1564.2,26.4,1,164.72
160,1482.0,9.25,4,G4,195.1,21.0,3,178.5
161,1069.0,2.0,3,G6,1179.7,19.8,1,194.0
162,1006.0,8.43,2,G7,377.0,25.1,3,221.86
163,1595.0,12.01,2,G6,111.1,16.7,3,214.02
164,1046.0,8.2,2,G6,424.8,28.6,3,206.4
165,1388.0,3.29,5,G7,482.6,17.3,3,211.58
166,1355.0,10.19,1,G0,141.2,15.3,2,120.38
167,1454.0,8.49,5,G6,291.0,28.2,2,206.98
168,1504.0,3.05,3,G3,647.1,23.3,2,151.1
169,1374.0,7.98,2,G0,310.2,26.7,1,115.96
170,1203.0,11.79,2,G7,201.2,22.4,3,228.58
171,1369.0,5.43,5,G4,341.0,19.9,2,170.86
172,1588.0,8.79,3,G7,226.3,24.8,1,222.58
173,855.0,7.33,5,G5,378.1,18.6,2,189.66
174,1180.0,4.6,2,G7,380.2,16.2,2,214.2
175,1042.0,7.33,2,G0,472.0,28.3,3,114.66
176,1154.0,3.19,4,G0,591.7,17.1,3,106.38
177,1358.0,3.54,4,G2,567.1,21.4,1,137.08
