slab_id,width_mm,gauge_mm,hardness,steel_grade,rolling_length_m,weight_t,priority,power_per_ton
0,1490.0,11.14,4,G7,168.8,22.0,1,227.28
1,1589.0,6.54,3,G1,190.0,15.5,2,128.08
2,1583.0,6.64,2,G6,237.5,19.6,2,203.28
3,889.0,3.45,2,G3,922.1,22.2,1,151.9
4,1241.0,11.38,3,G2,244.4,27.1,3,152.76
5,1420.0,9.46,2,G4,219.1,23.1,2,178.92
6,1146.0,2.29,2,G3,985.4,20.3,2,149.58
7,928.0,1.34,3,G2,2612.3,25.5,1,132.68
8,1086.0,11.97,2,G1,292.0,29.8,3,138.94
9,993.0,10.92,3,G3,267.9,22.8,3,166.84
10,1175.0,2.95,5,G2,735.0,20.0,2,135.9
11,1494.0,10.75,4,G3,131.7,16.6,1,166.5
12,1011.0,4.82,2,G6,771.2,29.5,1,199.64
13,1350.0,11.67,4,G2,152.0,18.8,3,153.34
14,1153.0,4.32,2,G2,496.2,19.4,1,138.64
15,1248.0,8.4,1,G1,288.0,23.7,2,131.8
16,1577.0,6.31,3,G6,253.5,19.8,1,202.62
17,1503.0,5.86,4,G7,222.7,15.4,3,216.72
18,898.0,5.59,2,G4,725.8,28.6,2,171.18
19,1079.0,6.55,1,G2,423.6,23.5,2,143.1
20,931.0,8.38,5,G3,318.4,19.5,2,161.76
21,919.0,5.71,2,G6,674.9,27.8,2,201.42
22,1129.0,11.87,5,G5,172.1,18.1,3,198.74
23,938.0,4.26,5,G2,892.6,28.0,3,138.52
24,1223.0,5.14,5,G0,597.8,29.5,1,110.28
25,1173.0,2.84,1,G3,615.7,16.1,2,150.68
26,1219.0,1.9,5,G2,984.5,17.9,3,133.8
27,1303.0,10.65,3,G3,239.6,26.1,1,166.3
28,814.0,5.94,2,G2,764.0,29.0,2,141.88
29,952.0,11.42,3,G2,261.3,22.3,1,152.84
30,1313.0,6.34,3,G3,457.6,29.9,1,157.68
31,949.0,4.28,4,G6,840.5,26.8,2,198.56
32,1175.0,1.94,5,G3,922.1,16.5,2,148.88
33,1039.0,1.96,3,G5,1507.6,24.1,3,178.92
34,1134.0,8.81,2,G1,280.5,22.0,2,132.62
35,1015.0,3.31,4,G7,989.6,26.1,2,211.62
36,1449.0,9.27,4,G2,209.6,22.1,2,148.54
37,940.0,9.38,5,G6,343.9,23.8,2,208.76
38,1169.0,3.51,5,G4,580.6,18.7,1,167.02
39,1156.0,10.7,3,G1,157.6,15.3,2,136.4
40,1600.0,5.52,4,G0,406.7,28.2,1,111.04
41,1506.0,6.49,3,G3,381.9,29.3,1,157.98
42,1303.0,4.24,4,G2,661.8,28.7,1,138.48
43,1509.0,1.76,3,G1,1319.0,27.5,1,118.52
44,967.0,4.41,4,G0,666.1,22.3,3,108.82
45,1453.0,5.41,3,G7,486.2,30.0,3,215.82
46,1453.0,4.73,3,G5,302.1,16.3,2,184.46
47,1320.0,9.7,3,G1,276.6,27.8,2,134.4
48,1260.0,8.03,2,G3,328.6,26.1,2,161.06
49,1519.0,12.2,3,G4,169.8,24.7,2,184.4
