slab_id,width_mm,gauge_mm,hardness,steel_grade,rolling_length_m,weight_t,priority,power_per_ton
0,1385.0,12.48,3,G5,201.2,27.3,1,199.96
1,857.0,6.36,4,G7,586.6,25.1,2,217.72
2,1140.0,10.84,4,G3,166.0,16.1,3,166.68
3,951.0,10.61,4,G7,275.2,21.8,2,226.22
4,1509.0,2.79,3,G5,608.2,20.1,1,180.58
5,1487.0,9.3,4,G3,275.4,29.9,1,163.6
6,841.0,2.92,4,G2,1027.1,19.8,3,135.84
7,837.0,9.2,1,G2,304.4,18.4,1,148.4
8,1047.0,10.91,4,G2,176.2,15.8,3,151.82
9,1265.0,9.49,3,G2,203.7,19.2,2,148.98
10,1028.0,8.08,3,G7,354.3,23.1,3,221.16
11,803.0,6.75,5,G5,479.4,20.4,1,188.5
12,1345.0,1.38,5,G2,1338.3,19.5,1,132.76
13,1569.0,10.49,5,G5,160.2,20.7,3,195.98
14,973.0,8.05,2,G4,444.0,27.3,1,176.1
15,1077.0,6.11,1,G0,416.2,21.5,3,112.22
16,1030.0,11.54,4,G3,184.3,17.2,3,168.08
17,1322.0,7.57,5,G6,308.0,24.2,3,205.14
18,943.0,6.6,1,G7,493.3,24.1,3,218.2
19,913.0,4.31,4,G1,657.2,20.3,2,123.62
20,1400.0,4.12,3,G3,521.2,23.6,3,153.24
21,1417.0,3.5,5,G6,534.3,20.8,2,197.0
22,1060.0,9.67,2,G2,348.0,28.0,2,149.34
23,1547.0,9.21,1,G7,135.0,15.1,1,223.42
24,1569.0,6.21,2,G4,377.8,28.9,3,172.42
