slab_id,width_mm,gauge_mm,hardness,steel_grade,rolling_length_m,weight_t,priority,power_per_ton
0,1054.0,9.09,4,G0,308.5,23.2,2,118.18
1,1242.0,8.22,1,G3,284.5,22.8,3,161.44
2,844.0,10.01,1,G0,294.0,19.5,2,120.02
3,903.0,1.12,2,G3,2166.5,17.2,1,147.24
4,1003.0,8.7,3,G3,369.3,25.3,1,162.4
5,1065.0,5.69,2,G5,544.5,25.9,1,186.38
6,863.0,10.54,2,G0,302.5,21.6,2,121.08
7,1362.0,11.89,2,G5,210.8,26.8,1,198.78
8,803.0,3.06,2,G1,1368.7,26.4,1,121.12
9,1342.0,11.03,4,G4,138.6,16.1,3,182.06
10,1014.0,10.32,4,G3,287.3,23.6,2,165.64
11,985.0,3.17,5,G3,624.2,15.3,2,151.34
12,1593.0,3.32,4,G0,503.4,20.9,2,106.64
13,1501.0,8.53,2,G5,258.7,26.0,3,192.06
14,1387.0,9.46,5,G7,254.4,26.2,2,223.92
15,1291.0,6.78,1,G7,257.6,17.7,1,218.56
16,906.0,9.37,5,G5,256.6,17.1,2,193.74
17,850.0,4.93,2,G6,908.9,29.9,3,199.86
18,1216.0,8.35,4,G4,248.4,19.8,2,176.7
19,1148.0,11.76,2,G3,267.0,28.3,2,168.52
20,1483.0,4.66,5,G4,495.9,26.9,2,169.32
21,1462.0,7.87,2,G7,243.6,22.0,3,220.74
22,1305.0,7.97,2,G3,271.9,22.2,1,160.94
23,964.0,5.56,2,G4,511.0,21.5,1,171.12
24,1120.0,6.8,3,G3,501.8,30.0,3,158.6
25,1204.0,10.31,5,G0,171.4,16.7,2,120.62
26,1600.0,4.4,2,G2,408.9,22.6,1,138.8
27,1123.0,10.74,5,G2,259.8,24.6,3,151.48
28,1596.0,2.68,5,G7,732.7,24.6,2,210.36
29,927.0,5.06,5,G0,513.3,18.9,3,110.12
30,1129.0,1.86,5,G2,1043.4,17.2,3,133.72
31,857.0,3.23,5,G6,796.1,17.3,2,196.46
32,1082.0,11.95,5,G2,251.2,25.5,3,153.9
33,822.0,1.81,2,G7,2251.8,26.3,1,208.62
34,1390.0,7.63,4,G0,240.2,20.0,2,115.26
35,1051.0,8.07,5,G3,410.0,27.3,2,161.14
36,802.0,7.62,5,G4,383.5,18.4,1,175.24
37,904.0,12.4,4,G6,184.1,16.2,2,214.8
38,1427.0,2.71,3,G5,790.6,24.0,1,180.42
39,1121.0,11.09,5,G1,229.5,22.4,2,137.18
40,1024.0,9.8,3,G3,322.4,25.4,2,164.6
41,1350.0,12.23,3,G3,192.9,25.0,1,169.46
42,1032.0,11.01,3,G1,209.7,18.7,3,137.02
43,1187.0,5.61,4,G4,459.1,24.0,2,171.22
44,1200.0,1.17,5,G6,1687.6,18.6,1,192.34
45,1278.0,6.16,3,G6,312.3,19.3,2,202.32
46,1434.0,8.49,1,G5,257.4,24.6,2,191.98
47,1293.0,10.19,2,G5,226.2,23.4,2,195.38
48,1183.0,8.86,4,G5,330.6,27.2,1,192.72
49,1237.0,10.84,3,G2,231.8,24.4,1,151.68
50,1372.0,1.15,3,G3,2252.6,27.9,1,147.3
51,1595.0,5.92,1,G4,392.6,29.1,3,171.84
52,1068.0,4.84,3,G7,697.4,28.3,3,214.68
53,1085.0,9.76,2,G6,270.7,22.5,2,209.52
54,1460.0,8.98,3,G7,201.1,20.7,3,222.96
55,1172.0,7.0,3,G6,326.1,21.0,3,204.0
56,1122.0,9.13,3,G3,355.7,28.6,2,163.26
57,1589.0,12.47,4,G1,151.7,23.6,3,139.94
58,993.0,7.48,3,G1,425.3,24.8,1,129.96
59,815.0,4.18,4,G5,568.4,15.2,1,183.36
60,1374.0,4.71,2,G2,348.4,17.7,2,139.42
61,1100.0,4.65,1,G2,383.5,15.4,1,139.3
62,928.0,7.47,2,G2,362.0,19.7,1,144.94
63,1213.0,7.58,1,G3,332.5,24.0,1,160.16
64,1243.0,11.36,4,G1,194.9,21.6,3,137.72
65,1038.0,11.92,2,G6,252.2,24.5,2,213.84
66,1407.0,11.13,4,G7,183.0,22.5,3,227.26
67,1510.0,7.52,5,G5,187.3,16.7,2,190.04
68,1065.0,8.87,1,G2,401.9,29.8,2,147.74
69,959.0,8.84,4,G6,374.2,24.9,3,207.68
70,1358.0,6.67,5,G3,402.2,28.6,1,158.34
71,943.0,2.31,4,G3,1713.5,29.3,1,149.62
72,1316.0,11.77,1,G0,181.8,22.1,3,123.54
73,1254.0,2.92,3,G3,528.8,15.2,3,150.84
74,1237.0,6.58,1,G2,316.1,20.2,2,143.16
75,1133.0,9.48,3,G1,309.6,26.1,2,133.96
76,1580.0,9.26,4,G6,256.9,29.5,3,208.52
77,1044.0,10.15,2,G2,263.3,21.9,1,150.3
78,861.0,3.8,3,G6,669.7,17.2,2,197.6
79,1351.0,5.7,2,G7,355.7,21.5,2,216.4
80,1381.0,6.16,2,G5,354.9,23.7,1,187.32
81,916.0,8.36,3,G7,447.5,26.9,2,221.72
82,963.0,10.86,3,G2,231.4,19.0,2,151.72
83,1251.0,7.78,3,G0,388.7,29.7,2,115.56
84,1461.0,4.1,5,G4,595.5,28.0,2,168.2
85,1379.0,1.43,2,G7,1356.6,21.0,1,207.86
86,864.0,5.03,2,G5,598.0,20.4,3,185.06
87,986.0,11.18,1,G5,196.5,17.0,1,197.36
88,1472.0,1.81,4,G2,994.5,20.8,1,133.62
89,943.0,5.69,5,G6,688.5,29.0,1,201.38
90,1115.0,2.59,5,G1,1142.5,25.9,2,120.18
91,1321.0,3.55,1,G0,646.5,23.8,2,107.1
92,1354.0,3.15,5,G5,689.9,23.1,1,181.3
93,1239.0,4.86,5,G5,554.3,26.2,2,184.72
94,1411.0,9.63,1,G5,230.6,24.6,2,194.26
95,1524.0,8.96,5,G7,235.1,25.2,2,222.92
96,1135.0,11.06,4,G1,268.9,26.5,3,137.12
97,872.0,5.8,1,G0,531.5,21.1,2,111.6
98,1397.0,2.97,4,G3,801.3,26.1,2,150.94
99,1039.0,9.52,3,G0,233.1,18.1,3,119.04
100,1372.0,11.83,1,G4,159.3,20.3,2,183.66
101,1437.0,1.13,2,G7,2008.3,25.6,1,207.26
102,937.0,7.43,5,G3,437.3,23.9,1,159.86
103,1090.0,10.06,2,G1,331.1,28.5,2,135.12
104,992.0,4.75,1,G1,586.7,21.7,2,124.5
105,1286.0,11.63,5,G5,184.8,21.7,2,198.26
106,871.0,8.2,4,G6,524.4,29.4,1,206.4
107,1000.0,2.19,1,G4,1454.2,25.0,3,164.38
108,1088.0,12.05,5,G6,289.6,29.8,1,214.1
109,1408.0,4.49,2,G0,491.7,24.4,1,108.98
110,891.0,7.15,2,G1,417.9,20.9,1,129.3
111,1108.0,2.72,1,G5,870.7,20.6,1,180.44
112,1431.0,8.47,1,G1,199.7,19.0,1,131.94
113,1573.0,8.32,5,G7,211.2,21.7,3,221.64
114,1012.0,2.9,4,G0,1054.8,24.3,2,105.8
