slab_id,width_mm,gauge_mm,hardness,steel_grade,rolling_length_m,weight_t,priority,power_per_ton
0,1339.0,4.6,3,G2,597.7,28.9,3,139.2
1,1187.0,3.77,4,G4,814.1,28.6,3,167.54
2,1471.0,12.69,2,G7,202.0,29.6,1,230.38
3,900.0,12.11,1,G2,328.4,28.1,2,154.22
4,1525.0,1.88,1,G5,1164.1,26.2,3,178.76
5,1177.0,10.8,4,G6,286.6,28.6,3,211.6
6,1180.0,10.32,4,G1,158.0,15.1,2,135.64
7,813.0,1.52,3,G4,2041.1,19.8,1,163.04
8,1464.0,10.0,3,G5,162.7,18.7,1,195.0
9,1445.0,1.57,5,G4,1504.9,26.8,2,163.14
10,850.0,10.69,3,G2,314.0,22.4,1,151.38
11,857.0,11.17,5,G7,271.5,20.4,2,227.34
12,817.0,3.32,5,G0,751.4,16.0,1,106.64
13,1590.0,2.03,2,G1,690.7,17.5,1,119.06
14,1138.0,2.51,5,G0,1222.0,27.4,3,105.02
15,1407.0,11.14,1,G0,185.3,22.8,1,122.28
16,864.0,10.57,3,G4,246.9,17.7,3,181.14
17,1299.0,1.08,1,G4,2324.5,25.6,2,162.16
18,1203.0,11.21,5,G2,276.8,29.3,2,152.42
19,906.0,6.56,3,G3,623.7,29.1,2,158.12
20,903.0,11.9,2,G5,239.5,20.2,1,198.8
21,1228.0,2.46,3,G3,1045.8,24.8,1,149.92
22,1146.0,10.47,2,G5,236.8,22.3,3,195.94
23,942.0,7.61,5,G5,316.3,17.8,3,190.22
24,836.0,9.09,3,G2,496.2,29.6,1,148.18
