slab_id,width_mm,gauge_mm,hardness,steel_grade,rolling_length_m,weight_t,priority,power_per_ton
0,1430.0,8.67,3,G1,296.9,28.9,1,132.34
1,1282.0,3.34,3,G1,612.9,20.6,3,121.68
2,1309.0,3.34,3,G1,652.7,22.4,1,121.68
3,1339.0,2.25,3,G3,1065.5,25.2,1,149.5
4,826.0,3.6,3,G3,891.1,20.8,2,152.2
5,1274.0,5.11,1,G5,452.0,23.1,1,185.22
6,872.0,11.1,4,G7,284.3,21.6,2,227.2
7,828.0,7.19,4,G5,494.3,23.1,3,189.38
8,903.0,12.12,3,G2,307.3,26.4,3,154.24
9,1330.0,3.42,5,G0,448.1,16.0,2,106.84
10,1115.0,12.61,5,G7,218.4,24.1,3,230.22
11,1150.0,7.84,4,G4,258.6,18.3,3,175.68
12,814.0,8.92,1,G0,463.2,26.4,2,117.84
13,1018.0,10.1,3,G5,334.5,27.0,1,195.2
14,1371.0,3.09,2,G5,667.6,22.2,3,181.18
15,894.0,6.21,3,G6,621.8,27.1,1,202.42
16,823.0,5.2,3,G1,684.6,23.0,3,125.4
17,1357.0,5.04,5,G2,380.0,20.4,2,140.08
18,1429.0,8.58,5,G0,203.6,19.6,3,117.16
19,1358.0,12.69,2,G3,211.4,28.6,3,170.38
20,1525.0,2.41,3,G7,991.3,28.6,1,209.82
21,875.0,2.15,3,G4,1090.2,16.1,2,164.3
22,1357.0,6.75,3,G0,408.9,29.4,1,113.5
23,1146.0,5.64,2,G5,337.0,17.1,1,186.28
24,1160.0,10.93,3,G5,300.4,29.9,3,196.86
25,1437.0,10.52,5,G1,198.9,23.6,2,136.04
26,1324.0,3.53,2,G4,596.9,21.9,1,167.06
27,1105.0,3.68,5,G2,845.8,27.0,3,137.36
28,1194.0,8.54,3,G4,256.1,20.5,1,177.08
29,1001.0,8.17,4,G3,372.3,23.9,1,161.34
