slab_id,width_mm,gauge_mm,hardness,steel_grade,rolling_length_m,weight_t,priority,power_per_ton
0,1473.0,2.38,2,G2,868.5,23.9,1,134.76
1,936.0,2.84,2,G5,1020.7,21.3,2,180.68
2,1253.0,5.21,5,G5,370.8,19.0,1,185.42
3,1348.0,11.13,3,G5,163.9,19.3,3,197.26
4,1320.0,1.53,3,G2,1248.9,19.8,2,133.06
5,1282.0,6.27,1,G1,451.7,28.5,2,127.54
6,1467.0,10.46,4,G1,239.1,28.8,3,135.92
7,861.0,8.76,1,G5,454.3,26.9,3,192.52
8,1391.0,1.53,5,G5,1556.3,26.0,3,178.06
9,1088.0,9.42,5,G3,319.4,25.7,2,163.84
10,1431.0,6.87,1,G3,378.4,29.2,1,158.74
11,1199.0,10.95,2,G7,210.6,21.7,1,226.9
12,1579.0,7.12,3,G2,181.3,16.0,3,144.24
13,960.0,8.82,1,G2,306.9,20.4,3,147.64
14,1169.0,1.53,3,G6,1737.9,24.4,1,193.06
15,1535.0,9.86,5,G1,144.8,17.2,1,134.72
16,1501.0,2.07,1,G5,1148.0,28.0,2,179.14
17,1185.0,12.34,2,G0,253.5,29.1,3,124.68
18,839.0,10.78,1,G4,253.5,18.0,1,181.56
19,1408.0,5.15,5,G1,520.0,29.6,1,125.3
20,1323.0,3.79,5,G0,518.3,20.4,3,107.58
21,1331.0,6.77,4,G3,220.5,15.6,3,158.54
22,1397.0,2.65,3,G6,949.7,27.6,3,195.3
23,1413.0,7.49,4,G0,220.3,18.3,2,114.98
24,1139.0,12.28,3,G4,181.2,19.9,2,184.56
25,1019.0,10.95,4,G7,232.9,20.4,2,226.9
26,934.0,8.73,3,G3,298.4,19.1,3,162.46
27,1380.0,11.47,3,G2,144.1,17.9,3,152.94
28,812.0,3.42,1,G4,715.6,15.6,3,166.84
29,1089.0,5.93,3,G6,386.6,19.6,1,201.86
30,1236.0,4.86,5,G7,352.0,16.6,1,214.72
31,1461.0,6.68,1,G2,373.3,28.6,2,143.36
32,819.0,10.43,1,G3,434.0,29.1,1,165.86
33,1208.0,4.85,5,G1,367.5,16.9,3,124.7
34,910.0,1.91,5,G1,1246.0,17.0,3,118.82
35,1130.0,6.54,1,G6,291.3,16.9,1,203.08
36,1221.0,11.76,2,G5,149.0,16.8,2,198.52
37,1166.0,12.23,5,G0,151.0,16.9,1,124.46
38,822.0,2.25,2,G2,1770.1,25.7,2,134.5
39,1206.0,4.77,3,G3,507.1,22.9,2,154.54
40,1241.0,7.14,4,G3,260.2,18.1,2,159.28
41,1120.0,7.32,5,G6,459.9,29.6,3,204.64
42,1350.0,9.1,1,G2,160.7,15.5,2,148.2
43,1573.0,5.76,4,G6,292.4,20.8,3,201.52
44,1512.0,2.15,1,G0,799.4,20.4,1,104.3
45,1444.0,10.45,1,G4,230.5,27.3,3,180.9
46,1234.0,3.38,1,G5,910.2,29.8,2,181.76
47,1512.0,5.67,5,G4,381.9,25.7,3,171.34
48,1239.0,1.0,5,G2,2642.4,25.7,1,132.0
49,1329.0,11.47,5,G2,138.7,16.6,3,152.94
50,1327.0,3.44,2,G0,477.2,17.1,1,106.88
51,1240.0,7.12,4,G1,297.2,20.6,3,129.24
52,830.0,6.95,4,G7,463.8,21.0,1,218.9
53,1474.0,8.25,1,G3,277.6,26.5,1,161.5
54,1356.0,3.72,1,G5,497.5,19.7,3,182.44
55,1537.0,8.69,1,G7,209.8,22.0,3,222.38
56,1236.0,2.59,3,G4,1082.4,27.2,2,165.18
57,809.0,7.37,2,G5,329.0,15.4,1,189.74
58,1224.0,1.67,2,G1,1121.8,18.0,1,118.34
59,1060.0,12.38,3,G1,188.3,19.4,3,139.76
60,1186.0,7.96,3,G2,240.2,17.8,1,145.92
61,1144.0,3.69,1,G6,591.5,19.6,1,197.38
62,1432.0,5.1,5,G6,298.3,17.1,2,200.2
63,913.0,12.16,2,G6,179.0,15.6,3,214.32
64,1343.0,11.75,4,G2,154.2,19.1,1,153.5
65,1372.0,12.01,3,G4,195.6,25.3,2,184.02
66,1185.0,10.67,4,G5,252.9,25.1,2,196.34
67,1213.0,5.01,5,G2,459.1,21.9,2,140.02
68,929.0,1.85,3,G0,1215.6,16.4,1,103.7
69,1390.0,1.11,2,G4,2179.7,26.4,1,162.22
70,1500.0,8.41,4,G2,195.9,19.4,2,146.82
71,1476.0,6.41,4,G1,374.3,27.8,1,127.82
72,1201.0,6.25,3,G0,349.6,20.6,3,112.5
73,1404.0,9.4,4,G1,175.7,18.2,3,133.8
74,1143.0,4.84,5,G1,635.5,27.6,2,124.68
75,806.0,2.09,3,G1,1497.3,19.8,3,119.18
76,1405.0,2.14,1,G2,1186.3,28.0,1,134.28
77,826.0,10.22,2,G6,357.6,23.7,1,210.44
78,1174.0,8.27,5,G5,325.4,24.8,1,191.54
79,1109.0,4.36,5,G5,735.0,27.9,3,183.72
80,993.0,5.75,5,G7,441.8,19.8,3,216.5
81,823.0,8.3,3,G3,412.1,22.1,3,161.6
82,1113.0,4.13,2,G2,726.1,26.2,1,138.26
83,837.0,8.04,3,G5,554.6,29.3,1,191.08
