slab_id,width_mm,gauge_mm,hardness,steel_grade,rolling_length_m,weight_t,priority,power_per_ton
0,1592.0,12.29,5,G3,161.5,24.8,3,169.58
1,1304.0,10.17,4,G6,156.6,16.3,3,210.34
2,1184.0,7.98,2,G1,203.6,15.1,1,130.96
3,1469.0,5.26,5,G4,491.3,29.8,1,170.52
4,1062.0,2.6,4,G4,931.9,20.2,1,165.2
5,1556.0,4.16,2,G1,590.4,30.0,3,123.32
6,1445.0,8.97,3,G1,216.2,22.0,2,132.94
7,980.0,7.49,4,G4,440.8,25.4,3,174.98
8,1529.0,6.35,3,G2,349.0,26.6,1,142.7
9,1328.0,10.87,3,G4,246.2,27.9,2,181.74
10,1544.0,8.63,1,G2,187.4,19.6,3,147.26
11,1351.0,1.92,5,G4,1311.2,26.7,2,163.84
12,969.0,3.61,4,G5,994.2,27.3,3,182.22
13,1010.0,9.25,2,G3,406.3,29.8,3,163.5
14,1330.0,10.24,5,G5,160.9,17.2,3,195.48
15,1249.0,6.43,1,G5,325.2,20.5,1,187.86
16,889.0,6.61,1,G3,548.5,25.3,1,158.22
17,1447.0,6.38,1,G5,400.2,29.0,2,187.76
18,859.0,8.43,5,G5,401.1,22.8,1,191.86
19,1533.0,12.17,1,G0,139.3,20.4,3,124.34
20,1162.0,9.21,1,G0,190.5,16.0,2,118.42
21,1248.0,1.53,2,G2,1321.0,19.8,2,133.06
22,1473.0,11.39,4,G5,212.6,28.0,3,197.78
23,1013.0,7.68,2,G0,445.4,27.2,2,115.36
24,1573.0,2.54,3,G2,522.9,16.4,1,135.08
25,1007.0,10.94,4,G6,334.2,28.9,3,211.88
26,873.0,12.69,1,G4,311.6,27.1,1,185.38
27,825.0,5.46,4,G3,514.7,18.2,2,155.92
28,1370.0,4.27,2,G7,392.0,18.0,2,213.54
29,990.0,9.73,4,G0,226.1,17.1,3,119.46
30,941.0,1.12,2,G1,3287.7,27.2,1,117.24
31,1538.0,2.58,1,G0,760.9,23.7,3,105.16
32,857.0,1.34,2,G2,2218.6,20.0,1,132.68
33,1067.0,4.07,4,G2,677.6,23.1,2,138.14
34,1005.0,8.29,1,G5,414.4,27.1,1,191.58
