slab_id,width_mm,gauge_mm,hardness,steel_grade,rolling_length_m,weight_t,priority,power_per_ton
0,957.0,5.75,5,G6,398.2,17.2,1,201.5
1,832.0,11.04,1,G7,249.6,18.0,1,227.08
2,1094.0,11.2,3,G3,233.9,22.5,2,167.4
3,1459.0,3.59,5,G4,559.4,23.0,3,167.18
4,920.0,8.19,1,G7,334.8,19.8,2,221.38
5,1207.0,10.61,1,G7,260.6,26.2,2,226.22
6,1438.0,9.8,2,G7,262.1,29.0,1,224.6
7,986.0,2.73,2,G6,922.8,19.5,1,195.46
8,824.0,6.42,4,G3,496.1,20.6,3,157.84
9,1150.0,11.25,3,G5,183.1,18.6,2,197.5
10,1116.0,8.66,5,G5,249.1,18.9,1,192.32
11,987.0,6.73,2,G2,398.9,20.8,1,143.46
12,1358.0,6.44,5,G2,372.9,25.6,1,142.88
13,1379.0,10.64,1,G0,199.7,23.0,1,121.28
14,1308.0,11.42,5,G7,154.4,18.1,2,227.84
15,820.0,9.44,3,G6,311.0,18.9,3,208.88
16,1550.0,11.77,4,G6,118.7,17.0,1,213.54
17,808.0,12.16,1,G0,233.4,18.0,3,124.32
18,1567.0,1.78,3,G7,1214.9,26.6,3,208.56
19,1579.0,3.98,4,G0,456.1,22.5,2,107.96
20,1213.0,5.25,3,G2,454.1,22.7,1,140.5
21,1368.0,1.36,5,G2,1143.5,16.7,2,132.72
22,1021.0,9.02,3,G6,211.6,15.3,1,208.04
23,1057.0,4.85,5,G3,524.3,21.1,1,154.7
24,1068.0,10.18,4,G5,297.6,25.4,3,195.36
25,1523.0,10.58,1,G2,154.2,19.5,2,151.16
26,1224.0,3.91,1,G3,420.6,15.8,3,152.82
27,893.0,3.82,3,G7,974.7,26.1,1,212.64
28,1211.0,11.91,1,G1,234.1,26.5,1,138.82
29,1277.0,5.63,1,G5,487.3,27.5,3,186.26
30,1480.0,5.97,1,G7,341.7,23.7,1,216.94
31,1342.0,1.49,2,G2,1567.2,24.6,3,132.98
32,932.0,6.46,2,G2,520.5,24.6,2,142.92
33,1138.0,10.04,2,G7,254.2,22.8,1,225.08
34,1154.0,7.22,2,G4,253.8,16.6,1,174.44
35,1411.0,7.59,3,G7,320.0,26.9,1,220.18
36,810.0,7.63,4,G6,364.8,17.7,3,205.26
37,960.0,12.63,4,G2,184.9,17.6,2,155.26
38,1251.0,4.38,3,G2,383.6,16.5,3,138.76
39,1262.0,5.51,2,G3,426.9,23.3,1,156.02
40,1441.0,7.92,2,G6,318.1,28.5,1,205.84
41,1339.0,12.38,4,G0,152.2,19.8,3,124.76
42,1132.0,10.12,2,G6,254.6,22.9,1,210.24
43,1055.0,2.86,3,G7,937.3,22.2,1,210.72
44,1531.0,1.7,5,G5,832.1,17.0,3,178.4
45,1418.0,9.69,5,G7,272.6,29.4,3,224.38
46,1115.0,10.5,5,G3,244.8,22.5,3,166.0
47,1212.0,9.25,4,G1,246.6,21.7,3,133.5
48,1035.0,10.9,1,G5,246.2,21.8,3,196.8
49,1051.0,8.54,3,G6,359.1,25.3,2,207.08
50,1092.0,2.17,2,G5,1499.9,27.9,2,179.34
51,1076.0,11.6,3,G6,193.9,19.0,1,213.2
52,808.0,1.3,4,G1,3432.1,28.3,1,117.6
53,1183.0,12.54,1,G2,200.9,23.4,1,155.08
54,1373.0,7.01,3,G6,348.1,26.3,2,204.02
55,1027.0,3.22,1,G3,905.3,23.5,1,151.44
56,979.0,2.48,5,G0,1143.8,21.8,2,104.96
57,1292.0,11.05,5,G2,214.1,24.0,1,152.1
58,1061.0,4.22,4,G2,540.6,19.0,3,138.44
59,1412.0,10.61,1,G6,244.0,28.7,2,211.22
60,1428.0,5.79,5,G0,234.2,15.2,3,111.58
61,1442.0,3.55,5,G7,597.2,24.0,3,212.1
62,1197.0,3.9,5,G1,556.7,20.4,2,122.8
63,1578.0,2.25,4,G6,800.1,22.3,2,194.5
64,1031.0,2.17,4,G6,1133.1,19.9,3,194.34
65,1531.0,10.96,3,G5,152.6,20.1,1,196.92
66,862.0,11.65,4,G6,204.2,16.1,3,213.3
67,1183.0,6.36,3,G5,381.0,22.5,1,187.72
68,938.0,6.11,2,G0,629.0,28.3,3,112.22
69,901.0,6.02,1,G2,695.2,29.6,1,142.04
70,1451.0,2.64,4,G0,784.8,23.6,1,105.28
71,1535.0,3.68,5,G2,471.3,20.9,2,137.36
72,1223.0,11.39,4,G7,240.5,26.3,2,227.78
73,858.0,7.86,3,G2,374.0,19.8,3,145.72
74,1159.0,4.54,3,G4,564.1,23.3,2,169.08
75,986.0,10.63,2,G1,290.5,23.9,1,136.26
76,979.0,4.54,2,G0,753.8,26.3,3,109.08
77,1419.0,12.18,3,G3,202.7,27.5,2,169.36
78,1454.0,11.1,5,G4,123.1,15.6,3,182.2
79,1382.0,6.19,4,G5,259.1,17.4,2,187.38
80,1236.0,10.08,3,G6,233.1,22.8,1,210.16
81,996.0,11.22,5,G1,192.6,16.9,1,137.44
82,1313.0,6.43,3,G4,330.4,21.9,2,172.86
83,1317.0,7.62,3,G2,269.1,21.2,2,145.24
84,1393.0,6.71,4,G1,383.0,28.1,1,128.42
85,869.0,9.47,3,G3,335.9,21.7,1,163.94
86,1310.0,4.54,4,G4,574.0,26.8,3,169.08
87,1331.0,2.96,3,G6,966.8,29.9,3,195.92
88,1499.0,4.11,4,G3,541.7,26.2,2,153.22
89,1402.0,10.09,4,G7,229.6,25.5,1,225.18
90,1156.0,8.65,2,G1,313.4,24.6,3,132.3
91,1000.0,5.4,2,G5,660.5,28.0,1,185.8
92,1353.0,9.74,1,G0,247.5,25.6,2,119.48
93,1345.0,6.09,3,G1,356.1,22.9,2,127.18
94,1373.0,4.75,1,G3,554.7,28.4,2,154.5
95,1326.0,12.56,1,G6,199.6,26.1,1,215.12
96,1142.0,5.81,1,G3,332.1,17.3,1,156.62
97,1448.0,1.5,5,G2,1595.3,27.2,3,133.0
98,951.0,1.59,1,G5,1912.4,22.7,2,178.18
99,1399.0,7.04,3,G3,350.5,27.1,1,159.08
100,890.0,12.58,4,G6,223.0,19.6,3,215.16
101,1094.0,5.5,2,G3,330.3,15.6,1,156.0
102,1492.0,2.36,4,G7,937.0,25.9,1,209.72
103,1269.0,4.87,5,G3,319.5,15.5,3,154.74
104,1336.0,3.76,3,G4,438.7,17.3,3,167.52
105,1294.0,6.35,4,G4,299.2,19.3,1,172.7
106,1283.0,11.22,1,G7,197.3,22.3,3,227.44
107,1315.0,11.51,3,G1,159.1,18.9,1,138.02
108,1174.0,10.99,5,G3,260.7,26.4,1,166.98
109,1262.0,3.22,3,G5,768.0,24.5,3,181.44
110,1147.0,9.37,1,G3,354.4,29.9,3,163.74
111,1584.0,2.25,5,G6,682.7,19.1,2,194.5
112,1426.0,11.49,3,G2,123.6,15.9,3,152.98
113,1229.0,2.24,5,G5,1323.4,28.6,3,179.48
114,1337.0,4.73,3,G0,318.3,15.8,3,109.46
115,830.0,8.11,5,G2,503.4,26.6,1,146.22
116,1422.0,9.67,3,G6,228.8,24.7,3,209.34
117,1222.0,3.42,1,G6,643.2,21.1,1,196.84
118,912.0,11.36,1,G3,360.3,29.3,3,167.72
119,1390.0,6.34,3,G6,251.5,17.4,2,202.68
120,1059.0,2.21,2,G4,816.5,15.0,3,164.42
121,840.0,3.44,5,G1,1044.8,23.7,2,121.88
122,1124.0,6.28,5,G0,420.5,23.3,1,112.56
123,1330.0,3.94,5,G0,457.0,18.8,3,107.88
124,1477.0,4.03,4,G0,590.7,27.6,3,108.06
125,1447.0,9.17,3,G1,263.1,27.4,3,133.34
126,831.0,3.18,2,G7,1349.8,28.0,2,211.36
127,993.0,7.69,3,G7,303.6,18.2,1,220.38
128,971.0,6.6,2,G4,532.7,26.8,1,173.2
129,1118.0,3.31,4,G2,650.6,18.9,1,136.62
130,1598.0,3.18,1,G3,441.2,17.6,3,151.36
131,1200.0,6.82,5,G5,317.5,20.4,1,188.64
132,1323.0,10.86,4,G6,215.5,24.3,1,211.72
133,1365.0,11.42,2,G7,129.9,15.9,2,227.84
134,1087.0,7.92,2,G3,358.1,24.2,3,160.84
135,1242.0,8.88,3,G3,174.4,15.1,1,162.76
136,1556.0,2.77,3,G5,845.3,28.6,2,180.54
137,1372.0,6.16,2,G7,360.2,23.9,1,217.32
138,941.0,7.27,4,G1,307.2,16.5,2,129.54
139,926.0,4.83,4,G1,820.3,28.8,1,124.66
140,1500.0,12.28,2,G5,125.9,18.2,3,199.56
141,1072.0,1.82,1,G6,1488.7,22.8,1,193.64
142,917.0,2.64,5,G5,1105.0,21.0,1,180.28
143,1165.0,3.45,3,G6,611.7,19.3,3,196.9
144,1501.0,8.61,3,G2,277.0,28.1,1,147.22
145,1111.0,10.63,4,G6,230.8,21.4,2,211.26
146,1296.0,1.33,4,G4,1773.7,24.0,1,162.66
147,846.0,1.94,5,G6,1855.1,23.9,3,193.88
148,1330.0,8.95,2,G1,267.5,25.0,1,132.9
149,1162.0,1.12,2,G0,2721.1,27.8,2,102.24
150,1260.0,2.84,2,G5,744.0,20.9,3,180.68
151,824.0,8.86,4,G4,331.5,19.0,3,177.72
152,1117.0,7.36,5,G7,382.7,24.7,3,219.72
153,947.0,7.05,4,G6,320.6,16.8,2,204.1
154,1520.0,5.61,5,G6,321.2,21.5,2,201.22
155,1415.0,1.4,1,G6,1736.2,27.0,2,192.8
156,1229.0,6.52,5,G5,378.4,23.8,1,188.04
157,1146.0,1.47,5,G2,1270.4,16.8,3,132.94
158,841.0,11.45,2,G1,259.3,19.6,3,137.9
159,933.0,3.74,1,G7,752.0,20.6,3,212.48
160,1017.0,9.91,4,G4,264.2,20.9,3,179.82
