slab_id,width_mm,gauge_mm,hardness,steel_grade,rolling_length_m,weight_t,priority,power_per_ton
0,1112.0,4.47,3,G5,448.5,17.5,2,183.94
1,1148.0,7.96,1,G1,296.9,21.3,2,130.92
2,1012.0,7.05,3,G5,300.0,16.8,1,189.1
3,1379.0,8.02,4,G7,228.1,19.8,2,221.04
4,1317.0,6.05,4,G5,422.1,26.4,3,187.1
5,1093.0,1.68,2,G4,1755.2,25.3,2,163.36
6,1221.0,2.97,1,G5,621.8,17.7,2,180.94
7,945.0,1.46,2,G7,1809.7,19.6,2,207.92
8,1522.0,11.49,1,G5,205.4,28.2,1,197.98
9,1409.0,2.08,3,G5,956.3,22.0,2,179.16
10,1080.0,10.04,3,G0,289.0,24.6,2,120.08
11,1562.0,8.84,2,G2,196.5,21.3,3,147.68
12,1382.0,12.53,5,G6,137.6,18.7,3,215.06
13,1342.0,5.87,5,G7,326.7,20.2,1,216.74
14,1021.0,10.16,1,G5,226.0,18.4,2,195.32
15,1282.0,8.69,5,G3,180.7,15.8,1,162.38
16,1252.0,2.61,3,G3,658.8,16.9,3,150.22
17,1356.0,10.11,3,G1,161.7,17.4,2,135.22
18,1422.0,12.67,4,G0,168.3,23.8,1,125.34
19,1262.0,10.65,1,G1,196.2,20.7,3,136.3
20,1231.0,8.09,3,G1,244.3,19.1,1,131.18
21,1234.0,9.87,1,G7,288.7,27.6,2,224.74
22,1559.0,9.23,3,G2,227.5,25.7,2,148.46
23,1368.0,7.13,2,G5,380.1,29.1,3,189.26
24,1357.0,2.19,2,G2,1015.9,23.7,1,134.38
