slab_id,width_mm,gauge_mm,hardness,steel_grade,rolling_length_m,weight_t,priority,power_per_ton
0,1019.0,7.8,5,G1,381.5,23.8,3,130.6
1,1519.0,2.23,5,G1,917.6,24.4,1,119.46
2,1016.0,4.65,3,G3,455.7,16.9,2,154.3
3,1537.0,11.79,2,G1,139.2,19.8,2,138.58
4,1325.0,3.95,4,G2,708.3,29.1,3,137.9
5,1027.0,10.98,5,G3,239.5,21.2,1,166.96
6,1127.0,11.72,1,G6,149.5,15.5,3,213.44
7,1213.0,10.95,5,G2,281.0,29.3,1,151.9
8,846.0,3.37,1,G1,1085.8,24.3,1,121.74
9,955.0,1.14,1,G1,2609.3,22.3,3,117.28
10,1475.0,11.5,1,G4,128.4,17.1,1,183.0
11,1405.0,5.54,2,G2,378.1,23.1,3,141.08
12,1408.0,3.19,2,G7,536.0,18.9,3,211.38
13,1389.0,6.12,2,G4,314.7,21.0,3,172.24
14,894.0,2.66,1,G4,1323.1,24.7,3,165.32
15,961.0,3.68,3,G2,781.7,21.7,2,137.36
16,1455.0,5.99,3,G0,311.3,21.3,3,111.98
17,1057.0,12.11,2,G0,245.8,24.7,3,124.22
18,1463.0,12.03,5,G1,146.2,20.2,1,139.06
19,1575.0,7.6,3,G0,221.4,20.8,1,115.2
20,1365.0,4.85,4,G5,459.9,23.9,3,184.7
21,964.0,5.52,2,G3,584.1,24.4,2,156.04
22,984.0,4.07,2,G5,827.0,26.0,2,183.14
23,1016.0,5.66,2,G6,412.0,18.6,3,201.32
24,1094.0,4.41,3,G7,607.3,23.0,1,213.82
25,854.0,10.77,3,G0,288.1,20.8,2,121.54
26,1074.0,2.85,5,G7,736.6,17.7,2,210.7
27,1081.0,1.82,3,G2,1120.2,17.3,1,133.64
28,1408.0,9.38,2,G3,247.9,25.7,2,163.76
29,1012.0,9.16,3,G5,371.0,27.0,3,193.32
30,1135.0,7.61,5,G3,398.2,27.0,3,160.22
31,1073.0,4.25,1,G0,642.5,23.0,3,108.5
32,1035.0,1.32,1,G2,2582.8,27.7,2,132.64
33,1173.0,5.3,4,G5,559.4,27.3,1,185.6
34,1208.0,6.71,5,G1,425.9,27.1,3,128.42
35,1163.0,7.58,2,G5,224.0,15.5,3,190.16
36,1464.0,2.96,2,G4,599.7,20.4,2,165.92
37,1505.0,10.21,5,G0,233.8,28.2,2,120.42
38,850.0,8.32,4,G4,437.7,24.3,1,176.64
39,859.0,12.0,3,G4,357.2,28.9,3,184.0
40,1418.0,9.02,4,G6,157.4,15.8,1,208.04
41,903.0,12.67,2,G2,285.0,25.6,2,155.34
42,1425.0,5.48,4,G7,451.9,27.7,1,215.96
43,1474.0,3.39,5,G5,481.8,18.9,1,181.78
44,1102.0,4.93,5,G0,377.5,16.1,3,109.86
45,1133.0,10.83,5,G5,213.9,20.6,1,196.66
46,1519.0,5.45,1,G4,290.8,18.9,2,170.9
47,1304.0,6.33,2,G7,284.0,18.4,3,217.66
48,1175.0,1.35,5,G5,1855.1,23.1,3,177.7
49,1168.0,9.66,2,G0,254.0,22.5,3,119.32
50,1290.0,2.83,1,G7,568.8,16.3,2,210.66
51,872.0,1.26,1,G4,3234.8,27.9,1,162.52
52,1186.0,1.72,1,G6,1692.3,27.1,1,193.44
53,832.0,2.81,2,G5,1324.1,24.3,2,180.62
54,1189.0,12.03,5,G1,229.8,25.8,2,139.06
55,1417.0,11.02,1,G2,185.2,22.7,2,152.04
56,1424.0,9.57,4,G5,207.5,22.2,3,194.14
57,1029.0,1.79,4,G5,1978.0,28.6,3,178.58
58,1089.0,11.39,4,G5,262.9,25.6,1,197.78
59,1127.0,6.97,4,G1,371.4,22.9,1,128.94
60,909.0,7.61,1,G6,370.2,20.1,2,205.22
61,1302.0,1.07,1,G1,2432.3,26.6,1,117.14
62,1331.0,12.2,4,G7,131.0,16.7,1,229.4
63,930.0,6.76,3,G5,431.6,21.3,2,188.52
64,1493.0,9.13,2,G3,196.3,21.0,3,163.26
65,1457.0,12.38,2,G0,127.8,18.1,1,124.76
66,1183.0,2.53,1,G0,1089.6,25.6,3,105.06
67,915.0,12.18,1,G7,340.6,29.8,1,229.36
68,1364.0,8.3,2,G3,232.9,20.7,1,161.6
69,1212.0,2.75,3,G3,840.8,22.0,3,150.5
70,1145.0,7.79,2,G7,358.5,25.1,2,220.58
71,1331.0,3.08,2,G0,748.9,24.1,3,106.16
72,1312.0,5.06,1,G1,466.3,24.3,3,125.12
73,1297.0,3.7,2,G1,682.2,25.7,2,122.4
74,1125.0,5.33,4,G1,607.6,28.6,3,125.66
