slab_id,width_mm,gauge_mm,hardness,steel_grade,rolling_length_m,weight_t,priority,power_per_ton
0,1019.0,7.8,5,G1,381.5,23.8,3,130.6
1,1519.0,2.23,5,G1,917.6,24.4,1,119.46
2,1016.0,4.65,3,G3,455.7,16.9,2,154.3
3,1537.0,11.79,2,G1,139.2,19.8,2,138.58
4,1325.0,3.95,4,G2,708.3,29.1,3,137.9
5,1027.0,10.98,5,G3,239.5,21.2,1,166.96
6,1127.0,11.72,1,G6,149.5,15.5,3,213.44
7,1213.0,10.95,5,G2,281.0,29.3,1,151.9
8,846.0,3.37,1,G1,1085.8,24.3,1,121.74
9,955.0,1.14,1,G1,2609.3,22.3,3,117.28
10,1475.0,11.5,1,G4,128.4,17.1,1,183.0
11,1405.0,5.54,2,G2,378.1,23.1,3,141.08
12,1408.0,3.19,2,G7,536.0,18.9,3,211.38
13,1389.0,6.12,2,G4,314.7,21.0,3,172.24
14,894.0,2.66,1,G4,1323.1,24.7,3,165.32
15,961.0,3.68,3,G2,781.7,21.7,2,137.36
16,1455.0,5.99,3,G0,311.3,21.3,3,111.98
17,1057.0,12.11,2,G0,245.8,24.7,3,124.22
18,1463.0,12.03,5,G1,146.2,20.2,1,139.06
19,1575.0,7.6,3,G0,221.4,20.8,1,115.2
20,1365.0,4.85,4,G5,459.9,23.9,3,184.7
21,964.0,5.52,2,G3,584.1,24.4,2,156.04
22,984.0,4.07,2,G5,827.0,26.0,2,183.14
23,1016.0,5.66,2,G6,412.0,18.6,3,201.32
24,1094.0,4.41,3,G7,607.3,23.0,1,213.82
