slab_id,width_mm,gauge_mm,hardness,steel_grade,rolling_length_m,weight_t,priority,power_per_ton
0,823.0,2.79,4,G2,1542.3,27.8,1,135.58
1,922.0,4.47,2,G4,918.0,29.7,1,168.94
2,1105.0,12.15,5,G4,248.6,26.2,1,184.3
3,1140.0,9.09,5,G5,350.4,28.5,1,193.18
4,1089.0,10.68,4,G6,170.9,15.6,2,211.36
5,981.0,7.58,1,G3,294.7,17.2,1,160.16
6,1308.0,7.79,1,G0,281.3,22.5,3,115.58
7,1378.0,5.66,2,G2,418.1,25.6,3,141.32
8,1338.0,12.62,5,G6,186.3,24.7,3,215.24
9,1516.0,11.89,5,G5,195.8,27.7,3,198.78
10,933.0,11.01,1,G6,337.3,27.2,1,212.02
11,922.0,12.7,4,G6,293.7,27.0,1,215.4
12,819.0,2.09,5,G3,1808.4,24.3,1,149.18
13,850.0,5.78,5,G6,409.7,15.8,2,201.56
14,1478.0,4.67,3,G2,380.2,20.6,3,139.34
15,1121.0,7.04,3,G6,272.8,16.9,3,204.08
16,1090.0,7.58,4,G5,259.0,16.8,1,190.16
17,1209.0,1.35,3,G6,1256.6,16.1,1,192.7
18,830.0,8.99,4,G2,297.1,17.4,3,147.98
19,1458.0,1.69,3,G3,982.3,19.0,2,148.38
20,1025.0,10.1,2,G5,319.9,26.0,1,195.2
21,1250.0,11.84,1,G5,158.4,18.4,3,198.68
22,1101.0,2.14,4,G3,843.4,15.6,2,149.28
23,1462.0,5.69,3,G3,422.6,27.6,3,156.38
24,962.0,6.47,1,G0,579.2,28.3,1,112.94
25,980.0,6.12,2,G6,497.0,23.4,2,202.24
26,961.0,3.53,3,G6,743.5,19.8,2,197.06
27,818.0,12.43,2,G7,347.0,27.7,1,229.86
28,944.0,7.99,5,G6,268.5,15.9,1,205.98
29,1383.0,9.29,3,G0,208.2,21.0,1,118.58
30,1306.0,10.99,5,G2,237.9,26.8,1,151.98
31,857.0,7.2,4,G0,522.3,25.3,2,114.4
32,1352.0,12.09,3,G6,219.8,28.2,3,214.18
33,892.0,9.16,4,G7,254.1,16.3,2,223.32
34,1029.0,7.42,4,G0,258.6,15.5,3,114.84
