slab_id,width_mm,gauge_mm,hardness,steel_grade,rolling_length_m,weight_t,priority,power_per_ton
0,1159.0,6.38,5,G4,325.6,18.9,2,172.76
1,1034.0,7.01,3,G7,314.6,17.9,3,219.02
2,1056.0,2.86,3,G1,1033.4,24.5,2,120.72
3,843.0,5.57,4,G2,700.0,25.8,2,141.14
4,1088.0,8.66,4,G6,398.8,29.5,1,207.32
5,1103.0,4.92,4,G0,551.6,23.5,3,109.84
6,1368.0,5.67,2,G4,430.3,26.2,3,171.34
7,954.0,9.91,5,G1,396.1,29.4,2,134.82
8,1020.0,8.82,5,G0,414.9,29.3,1,117.64
9,809.0,6.72,2,G5,389.0,16.6,2,188.44
10,892.0,10.19,4,G3,249.5,17.8,2,165.38
11,957.0,7.15,4,G2,381.7,20.5,2,144.3
12,1349.0,11.86,4,G7,235.7,29.6,3,228.72
13,976.0,10.78,5,G3,192.5,15.9,1,166.56
14,1154.0,6.47,4,G2,310.5,18.2,3,142.94
15,1470.0,3.42,4,G7,478.9,18.9,1,211.84
16,1508.0,7.3,4,G2,223.3,19.3,3,144.6
17,1593.0,5.12,5,G2,335.8,21.5,2,140.24
18,944.0,5.08,3,G4,462.2,17.4,1,170.16
19,1349.0,12.62,1,G5,145.9,19.5,1,200.24
20,1397.0,9.01,4,G3,283.4,28.0,1,163.02
21,1224.0,6.93,5,G2,441.5,29.4,3,143.86
22,1270.0,6.04,3,G0,450.0,27.1,2,112.08
23,1523.0,11.18,5,G6,122.7,16.4,3,212.36
24,1467.0,1.14,4,G7,1957.6,25.7,1,207.28
25,1372.0,7.41,1,G3,340.8,27.2,1,159.82
26,1308.0,4.26,3,G5,505.2,22.1,2,183.52
27,924.0,2.26,2,G1,1653.2,27.1,2,119.52
28,938.0,9.91,5,G2,235.7,17.2,2,149.82
29,985.0,12.55,5,G0,258.7,25.1,3,125.1
30,1073.0,1.21,5,G7,2580.5,26.3,3,207.42
31,843.0,11.58,4,G6,262.3,20.1,2,213.16
32,1415.0,10.78,2,G0,167.0,20.0,3,121.56
33,1052.0,6.83,3,G2,507.1,28.6,1,143.66
34,893.0,10.79,4,G6,380.8,28.8,2,211.58
