slab_id,width_mm,gauge_mm,hardness,steel_grade,rolling_length_m,weight_t,priority,power_per_ton
0,967.0,10.71,1,G6,278.0,22.6,2,211.42
1,1135.0,10.5,4,G2,190.3,17.8,1,151.0
2,1267.0,10.79,2,G3,237.6,25.5,3,166.58
3,1503.0,7.88,1,G4,168.9,15.7,2,175.76
4,1435.0,3.85,4,G6,380.5,16.5,3,197.7
5,1318.0,4.18,5,G2,483.3,20.9,3,138.36
6,985.0,9.11,1,G2,357.7,25.2,3,148.22
7,1355.0,5.19,5,G6,501.8,27.7,1,200.38
8,1023.0,6.41,2,G0,435.2,22.4,1,112.82
9,847.0,10.68,2,G1,219.7,15.6,3,136.36
10,1130.0,11.78,1,G7,214.4,22.4,2,228.56
11,1086.0,3.08,4,G5,1108.3,29.1,3,181.16
12,1380.0,7.51,1,G3,357.7,29.1,2,160.02
13,1040.0,9.41,5,G0,322.8,24.8,3,118.82
14,1162.0,8.78,3,G3,219.8,17.6,3,162.56
15,999.0,10.14,4,G6,236.4,18.8,1,210.28
16,834.0,1.13,3,G7,3582.1,26.5,3,207.26
17,999.0,3.46,5,G5,825.5,22.4,3,181.92
18,900.0,2.41,5,G7,1538.8,26.2,2,209.82
19,932.0,9.41,5,G6,249.8,17.2,2,208.82
20,804.0,3.35,3,G4,1385.8,29.3,1,166.7
21,1428.0,1.36,3,G6,1843.2,28.1,3,192.72
22,1130.0,5.62,3,G1,579.7,28.9,1,126.24
23,1033.0,7.78,1,G0,340.8,21.5,1,115.56
24,1309.0,7.25,2,G2,383.9,28.6,2,144.5
25,901.0,8.04,5,G4,323.6,18.4,2,176.08
26,1433.0,6.32,4,G5,267.3,19.0,1,187.64
27,1030.0,10.24,3,G4,186.0,15.4,1,180.48
28,837.0,2.1,4,G5,1427.7,19.7,2,179.2
29,1206.0,6.6,1,G2,321.7,20.1,1,143.2
30,1107.0,6.48,2,G0,362.3,20.4,3,112.96
31,1478.0,6.82,2,G1,341.2,27.0,3,128.64
32,1049.0,1.92,3,G2,1600.2,25.3,2,133.84
33,1407.0,8.82,2,G1,225.8,22.0,1,132.64
34,1329.0,11.36,5,G5,246.4,29.2,2,197.72
35,912.0,4.99,3,G2,806.2,28.8,2,139.98
36,1321.0,12.48,5,G0,229.5,29.7,1,124.96
37,1589.0,6.8,3,G4,213.4,18.1,3,173.6
38,960.0,8.75,4,G2,254.8,16.8,1,147.5
39,1241.0,1.44,4,G5,1240.4,17.4,3,177.88
40,885.0,10.91,5,G5,328.5,24.9,3,196.82
41,855.0,7.44,5,G1,344.4,17.2,2,129.88
42,1088.0,9.46,5,G0,201.7,16.3,1,118.92
43,992.0,10.83,2,G1,304.7,25.7,3,136.66
44,1558.0,3.94,1,G5,508.4,24.5,2,182.88
45,1555.0,6.31,5,G3,210.3,16.2,1,157.62
46,1487.0,4.73,4,G7,438.3,24.2,2,214.46
47,1237.0,8.72,2,G3,297.6,25.2,2,162.44
48,1549.0,2.79,4,G5,648.5,22.0,3,180.58
49,1455.0,7.15,4,G3,284.1,23.2,1,159.3
50,1123.0,12.46,3,G3,234.9,25.8,2,169.92
51,1182.0,2.61,4,G1,1028.2,24.9,2,120.22
52,1509.0,1.85,5,G4,1159.1,25.4,1,163.7
53,1587.0,7.63,5,G5,167.3,15.9,1,190.26
54,1510.0,12.31,2,G2,167.9,24.5,1,154.62
55,1578.0,8.86,3,G7,192.3,21.1,1,222.72
56,1525.0,9.67,1,G1,157.2,18.2,3,134.34
57,1438.0,9.16,4,G5,246.6,25.5,1,193.32
58,1214.0,10.7,1,G5,217.7,22.2,3,196.4
59,1575.0,6.96,1,G7,271.9,23.4,2,218.92
60,970.0,12.03,3,G0,317.7,29.1,2,124.06
61,1536.0,9.51,1,G3,230.2,26.4,2,164.02
62,982.0,7.88,5,G2,296.3,18.0,1,145.76
63,920.0,1.43,2,G6,2798.4,28.9,3,192.86
64,1490.0,10.35,2,G2,239.6,29.0,2,150.7
65,1017.0,5.59,3,G0,405.6,18.1,1,111.18
66,1010.0,2.78,3,G4,1252.2,27.6,3,165.56
67,1506.0,9.29,5,G1,172.1,18.9,2,133.58
68,880.0,7.6,3,G2,537.1,28.2,1,145.2
69,1156.0,9.04,2,G1,232.8,19.1,2,133.08
70,910.0,2.83,1,G0,816.2,16.5,2,105.66
71,1400.0,1.29,1,G3,1763.4,25.0,2,147.58
72,1116.0,3.5,4,G3,958.8,29.4,1,152.0
73,1461.0,7.01,3,G7,365.7,29.4,1,219.02
74,878.0,3.57,5,G3,1133.9,27.9,1,152.14
75,1496.0,6.89,5,G1,238.5,19.3,2,128.78
76,1324.0,10.42,1,G2,167.1,18.1,3,150.84
77,1278.0,12.41,2,G1,225.7,28.1,2,139.82
78,1301.0,3.94,3,G1,469.7,18.9,2,122.88
79,1517.0,7.97,5,G6,233.9,22.2,2,205.94
80,1093.0,6.79,4,G7,412.0,24.0,2,218.58
81,1511.0,6.6,3,G1,298.9,23.4,1,128.2
82,835.0,5.98,5,G7,410.7,16.1,3,216.96
83,908.0,1.95,3,G0,1834.6,25.5,3,103.9
84,1116.0,11.1,3,G7,156.3,15.2,2,227.2
85,851.0,8.68,2,G6,484.6,28.1,2,207.36
86,1385.0,7.47,3,G2,214.2,17.4,1,144.94
87,1397.0,1.55,1,G3,1323.7,22.5,3,148.1
88,940.0,3.31,1,G7,1076.8,26.3,1,211.62
89,1584.0,9.39,1,G3,139.6,16.3,3,163.78
90,1463.0,10.92,3,G1,169.0,21.2,2,136.84
91,1363.0,4.32,4,G5,605.8,28.0,3,183.64
92,1474.0,2.59,3,G2,797.5,23.9,1,135.18
93,1212.0,4.82,2,G5,529.9,24.3,3,184.64
94,1589.0,1.53,3,G3,1372.8,26.2,3,148.06
95,1505.0,7.24,1,G4,273.6,23.4,1,174.48
96,1069.0,4.45,3,G1,570.4,21.3,1,123.9
97,1129.0,4.04,3,G1,446.9,16.0,3,123.08
98,1312.0,4.35,1,G0,642.8,28.8,3,108.7
99,1050.0,10.83,5,G2,218.4,19.5,1,151.66
100,1564.0,12.65,4,G7,162.9,25.3,3,230.3
101,1403.0,5.58,3,G3,488.2,30.0,3,156.16
102,1119.0,3.39,3,G2,836.2,24.9,1,136.78
103,1561.0,12.08,4,G1,116.2,17.2,3,139.16
104,1503.0,7.8,5,G1,171.7,15.8,3,130.6
105,1116.0,2.14,1,G5,1333.5,25.0,2,179.28
106,1159.0,11.79,3,G5,221.9,23.8,2,198.58
107,1476.0,8.11,3,G0,174.5,16.4,3,116.22
108,1392.0,8.75,1,G7,167.3,16.0,1,222.5
109,900.0,4.28,4,G2,889.6,26.9,3,138.56
110,1076.0,6.16,4,G6,538.1,28.0,1,202.32
111,1137.0,7.55,3,G6,336.9,22.7,3,205.1
112,804.0,1.05,1,G0,3697.0,24.5,3,102.1
113,922.0,2.38,3,G6,1265.5,21.8,3,194.76
114,1258.0,10.6,3,G3,166.2,17.4,1,166.2
