slab_id,width_mm,gauge_mm,hardness,steel_grade,rolling_length_m,weight_t,priority,power_per_ton
0,1304.0,7.35,1,G4,364.2,27.4,3,174.7
1,1095.0,6.34,1,G7,482.6,26.3,2,217.68
2,1055.0,3.0,3,G5,1135.0,28.2,3,181.0
3,1429.0,2.92,2,G3,543.4,17.8,2,150.84
4,1467.0,4.14,5,G3,333.5,15.9,1,153.28
5,1528.0,1.13,5,G1,2065.8,28.0,1,117.26
6,1182.0,8.38,5,G3,364.0,28.3,2,161.76
7,861.0,10.15,3,G2,342.6,23.5,3,150.3
8,1193.0,7.66,5,G1,276.0,19.8,3,130.32
9,874.0,1.98,3,G2,2039.1,27.7,3,133.96
10,1111.0,5.38,4,G4,564.8,26.5,3,170.76
11,922.0,2.72,4,G6,990.5,19.5,3,195.44
12,1352.0,7.72,3,G3,184.3,15.1,1,160.44
13,1221.0,2.49,4,G2,1055.9,25.2,1,134.98
14,1371.0,7.91,1,G7,291.3,24.8,3,220.82
15,911.0,7.45,5,G7,418.6,22.3,2,219.9
16,896.0,11.37,1,G1,328.9,26.3,2,137.74
17,1530.0,5.23,1,G7,421.9,26.5,3,215.46
18,1345.0,8.28,5,G7,272.2,23.8,2,221.56
19,826.0,2.84,1,G4,1346.7,24.8,2,165.68
20,820.0,10.59,1,G5,243.5,16.6,3,196.18
21,803.0,10.66,3,G7,361.6,24.3,1,226.32
22,1421.0,8.47,1,G0,294.2,27.8,2,116.94
23,1515.0,11.25,5,G3,209.3,28.0,3,167.5
24,1043.0,8.22,4,G6,356.6,24.0,3,206.44
25,1234.0,4.55,3,G1,621.7,27.4,3,124.1
26,1555.0,4.59,5,G5,456.9,25.6,1,184.18
27,1591.0,9.79,5,G0,229.8,28.1,2,119.58
28,1074.0,7.48,1,G2,461.4,29.1,1,144.96
29,1365.0,3.55,3,G5,596.8,22.7,3,182.1
30,959.0,4.63,3,G4,634.0,22.1,1,169.26
31,1073.0,8.51,1,G4,316.7,22.7,3,177.02
32,989.0,3.19,3,G7,759.1,18.8,1,211.38
33,1487.0,9.79,4,G2,245.0,28.0,3,149.58
34,1236.0,10.6,3,G5,184.7,19.0,2,196.2
35,912.0,1.31,2,G7,1748.7,16.4,1,207.62
36,954.0,11.97,3,G7,254.3,22.8,2,228.94
37,1157.0,5.99,1,G2,371.3,20.2,1,141.98
38,1412.0,4.83,5,G1,414.7,22.2,3,124.66
39,1035.0,11.01,3,G4,279.5,25.0,3,182.02
40,1429.0,9.75,1,G5,184.7,20.2,3,194.5
41,924.0,11.58,3,G2,196.4,16.5,1,153.16
42,1506.0,1.08,4,G4,1832.7,23.4,1,162.16
43,1200.0,7.46,4,G1,290.3,20.4,3,129.92
44,1290.0,12.47,3,G0,175.0,22.1,1,124.94
45,1133.0,2.92,3,G1,1078.1,28.0,3,120.84
46,1203.0,1.12,1,G1,1493.8,15.8,1,117.24
47,983.0,5.52,3,G0,354.5,15.1,2,111.04
48,1118.0,6.76,5,G0,364.1,21.6,1,113.52
49,1360.0,1.91,5,G2,971.0,19.8,2,133.82
50,1253.0,9.36,4,G3,217.2,20.0,1,163.72
51,1554.0,6.42,1,G7,286.0,22.4,2,217.84
52,915.0,9.98,5,G5,286.0,20.5,2,194.96
53,850.0,5.96,1,G4,671.4,26.7,1,171.92
54,884.0,9.79,2,G6,384.2,26.1,3,209.58
55,887.0,11.97,3,G5,308.4,25.7,1,198.94
56,1247.0,2.88,2,G6,759.1,21.4,2,195.76
57,1548.0,7.76,4,G2,272.5,25.7,2,145.52
58,967.0,7.14,4,G4,367.2,19.9,3,174.28
59,1045.0,3.62,3,G6,865.4,25.7,3,197.24
60,845.0,1.4,2,G5,2993.6,27.8,2,177.8
61,889.0,3.33,5,G4,1148.9,26.7,1,166.66
62,1068.0,10.75,1,G1,289.6,26.1,1,136.5
63,1000.0,6.56,2,G6,504.9,26.0,1,203.12
64,993.0,6.98,3,G2,295.9,16.1,2,143.96
65,1039.0,5.53,4,G7,419.0,18.9,3,216.06
66,1111.0,3.44,2,G1,966.6,29.0,1,121.88
67,931.0,12.09,5,G4,191.3,16.9,3,184.18
68,1539.0,11.58,4,G7,178.7,25.0,2,228.16
69,1597.0,12.13,3,G6,186.8,28.4,2,214.26
70,820.0,9.4,3,G2,264.4,16.0,2,148.8
71,1173.0,5.4,5,G5,528.9,26.3,2,185.8
72,1032.0,3.22,5,G7,866.4,22.6,1,211.44
73,1369.0,12.33,4,G3,172.8,22.9,1,169.66
74,1023.0,1.96,2,G5,1169.0,18.4,2,178.92
