slab_id,width_mm,gauge_mm,hardness,steel_grade,rolling_length_m,weight_t,priority,power_per_ton
0,1323.0,1.16,5,G5,1602.0,19.3,2,177.32
1,1323.0,5.69,1,G2,494.1,29.2,3,141.38
2,1440.0,5.56,1,G4,358.0,22.5,2,171.12
3,1223.0,6.86,4,G2,267.2,17.6,2,143.72
4,1345.0,1.6,2,G7,917.5,15.5,1,208.2
5,1312.0,7.42,4,G3,387.3,29.6,2,159.84
6,1374.0,8.24,3,G7,334.2,29.7,2,221.48
7,1326.0,7.23,1,G1,260.4,19.6,3,129.46
8,1224.0,5.7,1,G2,503.9,27.6,3,141.4
9,1467.0,3.47,2,G1,530.5,21.2,2,121.94
10,1486.0,6.32,5,G3,339.1,25.0,3,157.64
11,1579.0,2.73,4,G0,529.0,17.9,2,105.46
12,1500.0,10.7,2,G6,229.4,28.9,1,211.4
13,1083.0,4.35,1,G7,508.4,18.8,3,213.7
14,1171.0,7.74,4,G7,324.7,23.1,3,220.48
15,1263.0,4.87,2,G5,546.8,26.4,3,184.74
16,1019.0,10.12,4,G6,186.5,15.1,3,210.24
17,1571.0,2.03,5,G2,894.8,22.4,1,134.06
18,1056.0,11.93,1,G0,166.8,16.5,1,123.86
19,1379.0,12.62,4,G0,144.2,19.7,3,125.24
20,1533.0,9.93,2,G1,136.4,16.3,2,134.86
21,820.0,6.45,5,G4,558.8,23.2,1,172.9
22,1426.0,3.23,1,G2,544.8,19.7,2,136.46
23,1499.0,5.35,5,G1,258.9,16.3,1,125.7
24,1593.0,7.31,5,G1,264.7,24.2,2,129.62
25,1257.0,6.16,2,G0,319.2,19.4,1,112.32
26,1595.0,3.65,4,G6,525.2,24.0,2,197.3
27,918.0,2.91,2,G6,1373.4,28.8,3,195.82
28,1525.0,10.74,4,G6,230.2,29.6,2,211.48
29,1584.0,7.59,3,G3,187.5,17.7,2,160.18
30,1065.0,2.1,4,G3,860.1,15.1,2,149.2
31,1174.0,9.38,2,G5,258.0,22.3,2,193.76
32,929.0,2.11,2,G1,1182.8,18.2,1,119.22
33,1355.0,8.74,4,G7,175.3,16.3,2,222.48
34,1294.0,12.46,4,G5,184.9,23.4,2,199.92
35,1024.0,7.41,2,G1,315.6,18.8,3,129.82
36,939.0,10.38,2,G3,382.9,29.3,2,165.76
37,814.0,3.35,2,G7,780.1,16.7,3,211.7
38,1528.0,8.67,5,G3,266.4,27.7,2,162.34
39,1368.0,11.18,5,G0,224.9,27.0,1,122.36
40,1208.0,12.57,1,G4,135.9,16.2,1,185.14
41,1035.0,10.21,3,G4,313.4,26.0,3,180.42
42,1129.0,8.27,4,G4,271.5,19.9,2,176.54
43,1266.0,12.14,2,G6,230.4,27.8,2,214.28
44,1215.0,12.38,4,G2,151.6,17.9,3,154.76
45,810.0,5.64,5,G5,811.4,29.1,3,186.28
46,1328.0,9.04,3,G2,221.8,20.9,3,148.08
47,887.0,10.58,2,G1,230.8,17.0,3,136.16
48,897.0,1.34,5,G7,2829.7,26.7,1,207.68
49,1323.0,9.31,4,G3,196.5,19.0,1,163.62
50,1110.0,5.31,3,G3,551.1,25.5,2,155.62
51,1059.0,2.86,3,G5,858.0,20.4,1,180.72
52,924.0,1.3,4,G5,2078.6,19.6,2,177.6
53,1398.0,2.43,2,G2,1031.2,27.5,3,134.86
54,1073.0,1.22,4,G1,2792.9,28.7,2,117.44
55,1487.0,1.15,5,G2,1825.1,24.5,3,132.3
56,1588.0,6.06,4,G2,336.2,25.4,1,142.12
57,1528.0,11.07,2,G2,151.4,20.1,3,152.14
58,1307.0,7.27,4,G6,257.4,19.2,2,204.54
59,1350.0,3.63,5,G1,704.5,27.1,3,122.26
60,1376.0,5.76,3,G6,369.7,23.0,1,201.52
61,1279.0,12.46,5,G3,126.3,15.8,1,169.92
62,1600.0,5.54,1,G6,375.1,26.1,2,201.08
63,1205.0,3.59,2,G7,603.7,20.5,1,212.18
64,962.0,2.46,2,G6,1082.0,20.1,1,194.92
65,1587.0,9.12,5,G5,234.1,26.6,2,193.24
66,1182.0,1.27,1,G5,2138.5,25.2,2,177.54
67,1465.0,5.81,3,G4,324.8,21.7,2,171.62
68,1382.0,8.63,2,G4,184.8,17.3,1,177.26
69,1465.0,9.03,3,G5,241.7,25.1,3,193.06
70,1354.0,8.03,3,G3,228.5,19.5,3,161.06
71,1296.0,1.86,4,G0,1474.4,27.9,1,103.72
72,965.0,11.7,2,G7,271.9,24.1,1,228.4
73,1322.0,6.46,1,G7,298.3,20.0,2,217.92
74,1041.0,1.87,3,G0,1681.8,25.7,2,103.74
75,950.0,8.23,3,G7,404.1,24.8,1,221.46
76,1566.0,6.2,4,G6,303.1,23.1,1,202.4
77,902.0,8.51,5,G4,312.0,18.8,2,177.02
78,998.0,7.8,2,G0,459.8,28.1,1,115.6
