slab_id,width_mm,gauge_mm,hardness,steel_grade,rolling_length_m,weight_t,priority,power_per_ton
0,1051.0,5.73,1,G6,440.0,20.8,2,201.46
1,1278.0,9.47,2,G0,308.4,29.3,1,118.94
2,841.0,11.74,2,G0,383.2,29.7,1,123.48
3,1279.0,11.54,3,G7,171.8,19.9,3,228.08
4,1206.0,10.01,2,G6,174.1,16.5,3,210.02
5,1458.0,4.35,5,G5,528.2,26.3,3,183.7
6,895.0,10.97,3,G5,214.1,16.5,1,196.94
7,1016.0,1.5,2,G4,1462.8,17.5,2,163.0
8,1241.0,8.26,2,G0,341.8,27.5,1,116.52
9,1162.0,8.31,5,G3,316.6,24.0,2,161.62
10,1445.0,12.05,2,G7,113.4,15.5,3,229.1
11,1200.0,5.14,2,G6,421.3,20.4,2,200.28
12,1324.0,12.61,2,G5,114.5,15.0,1,200.22
13,1549.0,1.31,2,G4,1556.9,24.8,3,162.62
14,1555.0,2.1,4,G4,608.6,15.6,1,164.2
15,1562.0,6.51,3,G3,190.4,15.2,3,158.02
16,1284.0,10.39,1,G3,193.8,20.3,3,165.78
17,837.0,5.54,3,G7,574.2,20.9,3,216.08
18,1370.0,4.98,2,G0,483.6,25.9,3,109.96
19,1291.0,7.14,1,G3,284.7,20.6,1,159.28
20,1272.0,9.38,2,G0,285.1,26.7,3,118.76
21,844.0,3.38,1,G3,1250.3,28.0,3,151.76
22,1065.0,10.88,2,G3,217.7,19.8,1,166.76
23,822.0,11.16,5,G6,256.9,18.5,1,212.32
24,858.0,2.29,4,G6,1439.3,22.2,2,194.58
25,954.0,11.69,1,G1,314.1,27.5,2,138.38
26,971.0,2.56,4,G3,866.1,16.9,1,150.12
27,1590.0,6.4,3,G6,374.3,29.9,2,202.8
28,936.0,4.81,4,G0,531.9,18.8,3,109.62
29,1237.0,5.69,1,G2,309.5,17.1,3,141.38
30,1122.0,1.59,3,G3,1371.0,19.2,3,148.18
31,801.0,2.95,1,G5,1606.5,29.8,3,180.9
32,901.0,2.56,2,G7,1452.5,26.3,1,210.12
33,1205.0,4.74,4,G2,644.6,28.9,2,139.48
34,1324.0,5.84,2,G0,423.4,25.7,2,111.68
35,1372.0,12.39,5,G5,215.8,28.8,3,199.78
36,972.0,3.72,5,G3,951.2,27.0,2,152.44
37,895.0,2.74,5,G2,1080.5,20.8,1,135.48
38,817.0,7.0,4,G0,643.7,28.9,3,114.0
39,1052.0,5.73,4,G7,327.6,15.5,2,216.46
40,1015.0,6.81,2,G7,534.5,29.0,2,218.62
41,1163.0,8.4,3,G7,200.8,15.4,1,221.8
42,985.0,2.78,4,G7,1046.7,22.5,2,210.56
43,1521.0,12.12,2,G1,168.6,24.4,3,139.24
44,1500.0,1.96,3,G2,814.6,18.8,1,133.92
45,1050.0,5.06,1,G3,565.9,23.6,3,155.12
46,1119.0,4.54,1,G3,426.3,17.0,1,154.08
47,1258.0,1.89,4,G1,1018.0,19.0,3,118.78
48,910.0,2.87,2,G0,765.8,15.7,1,105.74
49,1296.0,9.09,2,G5,321.2,29.7,2,193.18
50,1561.0,11.92,1,G0,128.0,18.7,2,123.84
51,1344.0,2.39,4,G6,1181.8,29.8,3,194.78
52,1499.0,8.37,3,G3,277.2,27.3,2,161.74
53,1139.0,1.49,3,G1,1358.6,18.1,1,117.98
54,1380.0,1.22,5,G0,1868.9,24.7,1,102.44
55,1463.0,6.65,5,G2,280.2,21.4,1,143.3
56,1235.0,8.33,2,G4,349.2,28.2,1,176.66
57,1080.0,2.33,2,G7,1063.1,21.0,3,209.66
58,1032.0,7.56,5,G7,432.7,26.5,2,220.12
59,1073.0,7.01,2,G1,377.7,22.3,2,129.02
60,1047.0,3.59,5,G5,610.0,18.0,1,182.18
61,1324.0,12.01,3,G3,225.1,28.1,1,169.02
62,1377.0,11.14,1,G4,129.5,15.6,1,182.28
63,903.0,6.16,3,G6,409.9,17.9,2,202.32
64,1100.0,8.04,2,G3,229.0,15.9,1,161.08
65,1594.0,4.17,4,G1,335.4,17.5,1,123.34
66,1581.0,7.16,1,G0,175.6,15.6,1,114.32
67,901.0,6.69,3,G7,568.5,26.9,2,218.38
68,1164.0,11.15,2,G3,161.0,16.4,1,167.3
69,948.0,5.64,2,G1,402.7,16.9,1,126.28
70,902.0,6.19,1,G6,413.0,18.1,3,202.38
71,1234.0,11.83,4,G5,147.5,16.9,1,198.66
72,1167.0,7.93,4,G6,242.3,17.6,2,205.86
73,1566.0,1.35,2,G3,994.2,16.5,1,147.7
74,1120.0,12.02,5,G7,226.2,23.9,2,229.04
75,1414.0,11.27,3,G5,180.7,22.6,1,197.54
76,1222.0,5.12,2,G7,580.3,28.5,2,215.24
77,828.0,2.79,4,G1,1312.4,23.8,1,120.58
78,1432.0,10.63,4,G3,174.1,20.8,1,166.26
79,1360.0,11.39,5,G3,195.7,23.8,2,167.78
80,1140.0,1.65,1,G3,1835.3,27.1,2,148.3
81,1149.0,1.39,1,G7,1595.2,20.0,1,207.78
82,1374.0,4.59,2,G2,422.2,20.9,3,139.18
83,1052.0,3.94,5,G7,663.9,21.6,2,212.88
84,1119.0,2.33,2,G7,1250.8,25.6,3,209.66
85,1597.0,8.2,5,G6,242.2,24.9,1,206.4
86,1456.0,4.01,2,G5,593.5,27.2,3,183.02
87,1307.0,12.53,5,G7,229.5,29.5,1,230.06
88,1355.0,6.61,3,G5,254.6,17.9,1,188.22
89,1567.0,3.01,3,G1,532.1,19.7,1,121.02
90,971.0,3.8,5,G6,1035.7,30.0,1,197.6
91,1434.0,2.82,4,G1,693.0,22.0,2,120.64
92,858.0,5.13,1,G7,575.9,19.9,3,215.26
93,1276.0,11.44,5,G7,161.4,18.5,1,227.88
94,1469.0,2.39,3,G2,968.8,26.7,1,134.78
