slab_id,width_mm,gauge_mm,hardness,steel_grade,rolling_length_m,weight_t,priority,power_per_ton
0,1182.0,6.48,5,G2,464.0,27.9,2,142.96
1,1494.0,3.18,3,G7,410.2,15.3,3,211.36
2,1093.0,5.75,5,G6,506.7,25.0,1,201.5
3,1294.0,12.36,2,G6,159.3,20.0,3,214.72
4,853.0,7.15,3,G7,595.3,28.5,1,219.3
5,971.0,1.37,3,G4,2394.0,25.0,1,162.74
6,1151.0,6.52,1,G1,351.4,20.7,2,128.04
7,1190.0,6.23,2,G4,457.1,26.6,3,172.46
8,860.0,3.29,3,G2,693.4,15.4,1,136.58
9,1176.0,7.2,5,G3,415.2,27.6,3,159.4
10,1227.0,3.59,4,G2,665.1,23.0,3,137.18
11,886.0,4.51,5,G0,529.2,16.6,2,109.02
12,1071.0,6.69,2,G0,380.5,21.4,3,113.38
13,1358.0,1.24,5,G4,1369.3,18.1,3,162.48
14,1330.0,2.66,1,G7,1076.6,29.9,1,210.32
15,1098.0,2.44,3,G5,808.3,17.0,3,179.88
16,1255.0,8.46,3,G4,300.0,25.0,2,176.92
17,1555.0,9.73,4,G2,182.7,21.7,3,149.46
18,1163.0,4.94,2,G5,388.0,17.5,1,184.88
19,806.0,4.53,2,G3,697.8,20.0,1,154.06
20,823.0,4.86,2,G1,745.3,23.4,2,124.72
21,984.0,10.94,2,G3,217.7,18.4,1,166.88
22,1067.0,12.33,3,G1,154.0,15.9,1,139.66
23,861.0,10.69,3,G6,257.4,18.6,3,211.38
24,1280.0,8.55,2,G4,288.7,24.8,2,177.1
25,804.0,3.18,5,G4,921.8,18.5,2,166.36
26,975.0,4.37,5,G0,496.3,16.6,3,108.74
27,1498.0,10.07,2,G5,199.3,23.6,1,195.14
28,918.0,3.42,2,G1,673.5,16.6,2,121.84
29,1318.0,6.92,3,G6,210.9,15.1,1,203.84
